"LTER_site","local_site","year","date","time","pH","cond","ANC","acid","alkal","H+","NH4+","Ca++","Mg++","Na+","K+","Cl-","NO3-","SO4--","PO4---","Si","cat_sum","an_sum","chg_bal","TN","TDN","PN","DON","IN","TP","TDP","PP","DOP","IP","d18O","d18O_sdev","dDeut","dD_sdev","D_excess","Trit","T_sdev","TOC","DOC","POC","comments"
"NWT","SADDLE STREAM",2008,2008-08-07,"1245","7.11","20.4","181.82","NP","NP","0.0776247116628689","u","128.997592006393","23.410194646887859","54.445606312364617","4.49714582574028","0.4513017234084562","0.20966084938448412","24.9631486462853","0.87169884419190291","132.021220536922","208.31581006327","211.428163503048","0.00741488534864317","5.9257355408483079","4.712030671036004","1.2137048698123039","4.50236982165152","0.20966084938448412","u","u","u","u","0.29056628139730095","-17.757273719531565","2.3058878873039118E-2","NP","9.4354773868995559E-2","12.191235944182921","NP","NP","NP","0.69199999999999995","NP",NaN
"NWT","SADDLE STREAM",2008,2008-08-14,"1535","6.9","19.15","186.68","NP","NP","0.125892541179417","u","119.673600970097","22.764729278212531","54.00709375560902","4.35001831620587","0.64874622739965582","0.49996048699376983","26.5871066065941","u","130.000142419711","214.415813320988","200.921334861304","-0.0324904201772977","4.2122698422897615","3.9980866299699427","0.21418321231981885","3.4981261429761727","0.49996048699376983","u","u","u","u","u","-17.607877725693115","4.0141323778098072E-2","NP","0.21361242780134643","11.381717061923695","NP","NP","NP","0.81","NP",NaN
"NWT","SADDLE STREAM",2008,2008-08-21,"1400","6.97","18.54","176.46","NP","NP","0.107151930523761","u","118.313373253493","21.224086870681145","55.912091792882059","3.61438076853384","1.3256988125123401","u","27.2325257959476","u","123.093569750053","205.01822460846","199.171084616114","-0.0144663400513084","5.4973691162086711","3.8752168605024742","1.6221522557061969","3.8752168605024742","u","0.13882611222315488","7.7484341705946924E-2","6.1341770517207961E-2","7.7484341705946924E-2","u","-17.5120111155003","2.7869699713073976E-2","NP","0.1892402968214465","11.704094924279332","NP","NP","NP","1.1870000000000001","NP",NaN
"NWT","SADDLE STREAM",2008,2008-09-18,"1430","6.91","27.1","206.69","NP","NP","0.123026877081238","u","140.652580801762","27.820874666169271","56.971241339167797","29.8350309212695","25.498547372577775","5.0641159005175398","33.9781973233842","u","123.690806807662","271.230860596479","255.402754605449","-0.0300552519515129","11.202017567800473","8.5594751083410081","2.6425424594594649","3.4953592078234683","5.0641159005175398","0.12268354103441595","0.10654096984567701","1.6142571188738936E-2","0.10654096984567701","u","-16.582007349440286","5.7532560164742699E-4","NP","4.4154077963249064E-2","13.018469285580196","NP","NP","NP","1.5159815016735314","NP","Cl- and K+ were checked."
"NWT","SADDLE STREAM",2009,2009-04-30,"1130","6.77","34.4","251.88","NP","NP","0.169824365246174","15.492585691133529","186.561238313373","48.864758144126355","10.544329576190311","75.3590171076671","28.234564070741541","5.112499173452421","16.6559790800903","0.14528314069865048","22.6644235562202","302.028325464983","336.991753197737","0.0547141301192319","NP","51.11839334032998","NP","30.513308475744029","20.605084864585951","NP","0.10664795191329399","NP","5.8220238347077159E-2","4.8427713566216828E-2","-17.737559196154447","8.1170198654566747E-2","NP","4.7816595571589661E-2","12.250815626778945","NP","NP","NP","10.125999999999999","NP","NH4+ and Cl- were checked."
"NWT","SADDLE STREAM",2009,2009-05-07,"1220","6.64","17.18","110.58","NP","NP","0.229086765276777","3.7839034176501243","93.6626746506986","29.779532741033233","8.6125151153990043","37.6322930970411","12.213352889741346","7.6445571237111904","11.992304937665","6.7798798992703552E-2","14.7252723776971","142.49801375011","173.700005787099","0.0986786447386868","NP","34.86589255202599","NP","23.437432010664676","11.428460541361314","NP","2.6640318820026026E-2","NP","u","2.2599599664234516E-2","-19.020845375073375","2.4363055763306656E-2","NP","0.12631073300995221","10.950558289195726","NP","NP","NP","7.2303540082080877","NP",NaN
"NWT","SADDLE STREAM",2009,2009-05-14,"1010","7.06","26.7","203.74","NP","NP","0.0870963589956081","1.9276489108783652","171.891104093653","40.001869528200061","28.273408207117942","34.7446095805713","12.128733816602262","4.5641554135237703","25.4003680971377","0.10654096984567703","49.849391155736","245.939798297109","276.925736679416","0.0592617725008357","NP","28.783042056289801","NP","22.291237731887666","6.4918043244021355","NP","8.0930621361990002E-2","NP","4.5416964746764328E-2","3.5513656615225674E-2","-19.60435059519428","3.4934811881643268E-2","NP","0.15089023907718832","13.312831100773593","NP","NP","NP","7.058920876910407","NP",NaN
"NWT","SADDLE STREAM",2009,2009-05-21,"1200","6.75","17.04","101.66","NP","NP","0.177827941003892","u","101.453774641966","25.256770253372817","20.288138708888294","21.603286473518","6.6567004202747295","3.1126572254773412","19.9663549222582","0.17433976883838059","42.0463932208218","131.570052336849","168.779798018749","0.123888011390204","NP","22.9262687914451","NP","19.813611565967758","3.1126572254773412","NP","0.20662491121585846","NP","0.14851165493639826","5.81132562794602E-2","-19.400982418164403","6.235924702271281E-2","NP","0.25540752568825198","13.183380773488693","NP","NP","NP","7.9955534046404804","NP","ANC was checked."
"NWT","SADDLE STREAM",2009,2009-05-28,"1345","6.63","19.17","141.61","NP","NP","0.234422881531992","u","120.27392050483","25.789733464955575","35.972474749671598","11.2995524304256","3.2719374947113078","2.2740138279394047","27.6697452468","u","81.1320942818486","174.825696569451","193.570104031415","0.0508811648541912","NP","11.951998116295465","NP","9.6779842883560612","2.2740138279394047","NP","u","NP","u","u","-18.553345346415277","0.11121665227067636","NP","0.31362817561426115","12.882919828705752","NP","NP","NP","3.2927879534800004","NP",NaN
"NWT","SADDLE STREAM",2009,2009-06-04,"1350","6.7","14.82","102.06","NP","NP","0.199526231496888","u","95.884851300519","20.29028273280684","29.447842086490532","8.27170891676896","2.5667785518855948","2.3707803738091666","24.6924889862338","u","63.2149469486577","131.690047911929","154.094211268082","0.0783953721609335","NP","12.696935814130315","NP","10.326155440321148","2.3707803738091666","NP","u","NP","u","u","-18.170115778154393","0.11549122671106965","NP","0.11103322610353578","12.91847210614057","NP","NP","NP","3.2600945956850005","NP",NaN
"NWT","SADDLE STREAM",2009,2009-06-11,"1335","6.8","17.14","123.06","NP","NP","0.158489319246111","u","108.692776394716","21.388614675880223","36.104797457794326","5.77521354406424","2.0026513976250246","2.4030358890990873","27.9195849330013","u","90.1796090578936","155.385272219725","172.1198913917","0.0510972681695795","NP","10.209399787244676","NP","7.8063638981455892","2.4030358890990873","NP","u","NP","u","u","-18.547814225241464","0.11812301447303349","NP","0.30310381367172995","12.266795337697545","NP","NP","NP","2.99","NP",NaN
"NWT","SADDLE STREAM",2009,2009-06-18,"1425","6.76","13.46","95.19","NP","NP","0.173780082874937","u","85.2863418135329","16.904507933325107","28.62138861582093","5.06818061480231","1.4385242433644543","1.725670068010754","18.7796164128018","u","68.513707897173","117.133810724177","136.054199060356","0.0747286111703346","NP","12.450171467486159","NP","10.724501399475406","1.725670068010754","NP","3.8631732356413505E-2","NP","3.8631732356413505E-2","u","-18.809381645870008","8.7363821228736704E-2","NP","0.1003826042392349","12.874897230806511","NP","NP","NP","2.4049295084562501","NP",NaN
"NWT","SADDLE STREAM",2009,2009-06-25,"1410","6.79","13.38","104.02","NP","NP","0.162181009735893","1.1652211186932022","82.7216105788423","16.678764102204671","31.869060986385268","4.16675202035702","1.8334132513468535","1.4353704304014683","23.797230110679","u","81.6254717652923","131.086013792427","136.763589816218","0.0211968804407363","NP","12.335066830851485","NP","9.734475281756815","2.6005915490946707","NP","u","NP","u","u","-18.253415102169061","9.2511221253065087E-3","NP","0.22246487302257809","12.80773403065615","NP","NP","NP","2.5559582340791587","NP",NaN
"NWT","SADDLE STREAM",2009,2009-07-02,"1435","6.83","14.65","126.46","NP","NP","0.14791083881682","0.73096333566079164","94.5016997255489","17.58171856261928","37.843444680358253","3.87047365352156","1.1282543085211405","0.99992097398753965","22.7145914704731","u","93.3927935626291","151.302766752982","154.676210796526","0.0110250843720072","NP","7.7717021712617891","NP","6.0408178616134576","1.7308843096483313","NP","u","NP","u","u","-18.202306275374202","6.4649105620115346E-2","NP","0.10514676394563767","12.150585699952785","NP","NP","NP","1.8163913684992001","NP",NaN
"NWT","SADDLE STREAM",2009,2009-07-09,"1400","6.66","17.81","137.96","NP","NP","0.218776162394955","0.80980558679060743","101.226465144386","18.484620077722933","42.111495641545382","3.87047365352156","1.2692860970862831","0.56447151757361114","23.2767307644262","u","99.0363526312042","163.070488379086","166.721636266362","0.0110710584468956","NP","7.1313456686620258","NP","5.757068564297807","1.3742771043642186","NP","u","NP","u","u","-18.057561957905993","7.0431212035158369E-2","NP","5.5865683821653245E-2","11.962059627391625","NP","NP","NP","1.3983364814000001","NP",NaN
"NWT","SADDLE STREAM",2009,2009-07-16,"1400","6.71","18.38","147.46","NP","NP","0.194984459975804","u","113.180974914596","20.515978810718988","49.495714872647874","3.65710193851977","1.156460666234169","u","25.9625073910907","6.7798798992703552E-2","115.36840418714","174.646766856318","187.044754996458","0.0342777958317397","NP","3.253141348522115","NP","3.253141348522115","u","NP","u","NP","u","2.2599599664234516E-2","-17.817914491468414","3.9506231617325797E-2","NP","0.343805107902594","11.12528813800435","NP","NP","NP","1.2772653422551998","NP",NaN
"NWT","SADDLE STREAM",2009,2009-07-23,"1400","6.87","19.37","168.9","NP","NP","0.134896288259165","0.99926395225142473","118.395904665669","21.870107998132607","52.044160318380328","3.7593984962406","1.0154288776690266","u","25.5252879402383","9.6855427132433655E-2","125.513316242968","195.53757224504","197.203731718933","0.00424238412684466","NP","2.3511132898379952","NP","1.3518493375865703","0.99926395225142473","NP","u","NP","u","3.2285142377477885E-2","-17.805582174687697","3.8393885464687021E-2","NP","0.1320113172227361","12.218467664847708","NP","NP","NP","0.78139079951869994","NP",NaN
"NWT","SADDLE STREAM",2009,2009-07-30,"1300","6.82","18.7","162.16","NP","NP","0.15135612484362","0.89654839582485468","117.190598720235","21.193053103191836","46.658816965054072","4.4652329599509","2.0590641130510816","0.61285479050849212","22.9852511305246","7.8915410851392712E-2","115.661165705334","187.896085444936","190.5556062691","0.00702737200650138","NP","3.472163120922906","NP","1.9627599345895592","1.5094031863333468","NP","u","NP","u","2.6305136950464238E-2","-17.648595378031104","6.5647505049282406E-2","NP","0.18074200246045635","12.38739135374928","NP","NP","NP","1.3089999999999999","NP",NaN
"NWT","SADDLE STREAM",2009,2009-08-06,"1500","7.05","21.4","173.45","NP","NP","0.0891250938133745","u","122.67050186502","22.183546854417571","52.371051509799997","5.48056758950949","2.0308577553380531","u","26.378906868093","u","126.347575304422","201.859764623431","202.79479291256","0.0023106827087848","NP","3.7223074553028885","NP","3.7223074553028885","u","NP","0.10047821287727771","NP","0.10047821287727771","u","-16.836670635429872","2.02546585362085E-2","NP","0.328157329089306","12.135046478079019","NP","NP","NP","0.94690936808872894","NP",NaN
