"SITE_ID","DOC_Median","NO3_Median","TP_Median"
"FW08MA006",7.31,1.26124,174.1369
"FW08MA007",3.29,0.53615,90.3075
"FW08MA009",3.07,0.074075,8.76595
"FW08MA012",3.47,0.58341,145.0519
"FW08MA013",3.95,0.24807,32.6225
"FW08MA015",2.63,2.91308,96.3188
"FW08MA016",2.94,0.12601,12.0138
"FW08MA017",3.15,0.24388,18.5313
"FW08MA018",6.86,1.63081,87.9894
"FW08MA019",3.63,0.43143,58.1375
"FW08MA020",3.6,0.18534,17.1325
"FW08MA021",3.98,0.12573,22.0863
"FW08MA023",3.81,0.53173,54.2975
"FW08MA026",9.13,0.05874,85.0213
"FW08MD001",3.55,0.08795,106.1172
"FW08MD002",6.8,0.54476,18.5013
"FW08MD003",3.99,0,32.4475
"FW08MD004",2.26,1.98315,30.76
"FW08MD005",33.59,0.04078,57.52
"FW08MD006",3.68,1.699915,54.7865
"FW08MD007",1.82,0.45337,10.3513
"FW08MD008",2.61,1.09439,49.0113
"FW08MD009",3.17,0.55653,30.42
"FW08MD010",3.735,0.892325,84.7041
"FW08MD011",2.48,0.62389,14.8025
"FW08MD012",2.55,0.96129,47.3175
"FW08MD013",1.08,2.31538,3.32
"FW08MD014",2.96,0.82295,91.5913
"FW08MD015",2.545,0.328795,32.68595
"FW08MD016",2.82,4.37462,92.8088
"FW08MD018",2.91,0.76315,76.8075
"FW08MD019",2.5,2.90695,123.955
"FW08MD020",2.96,0.96396,44.8163
"FW08MD021",2.35,1.16918,32.3213
"FW08MD022",2.19,0.04864,91.6563
"FW08MD023",5.05,0.57038,11.115
"FW08MD024",2.31,1.27763,39.3938
"FW08MD025",2.67,2.74711,77.32
"FW08MD026",6.72,0.61936,46.095
"FW08MD027",1.83,0.00895,7.9625
"FW08MD028",0.88,5.1085,4.4213
"FW08MD030",4.47,0.52915,131.3844
"FW08ME001",4.345,0.07427,14.85565
"FW08ME002",3.19,0.06964,5.32755
"FW08ME003",8.07,0.18761,37.39
"FW08ME004",3.56,0.0148,0.57
"FW08ME005",6.475,0.128675,16.23785
"FW08ME006",3.09,0.05086,29.0613
"FW08ME007",8.61,0.01457,11.035
"FW08ME008",11.67,0.02612,14.7756
"FW08ME009",2.94,0.24217,36.5638
"FW08ME010",6.31,0.01304,11.1744
"FW08ME011",3.04,0.02229,3.9963
"FW08ME013",6.645,0.06913,14.11565
"FW08ME016",9.59,0.0276,4.8406
"FW08ME017",7.32,0.02368,8.9681
"FW08ME018",6.48,0.00097,4.9425
"FW08ME019",4.82,0.04722,5.2588
"FW08ME020",6.81,0.03742,20.3419
"FW08ME021",2.95,0.06141,2.3788
"FW08ME022",5.85,0.06602,16.375
"FW08ME026",6.31,0.06098,23.6813
"FW08ME027",5.87,0.0946,14.125
"FW08MI001",6.67,0.15289,110.8688
"FW08MI003",3.36,0.017505,30.8538
"FW08MI004",9.44,0.25325,8.763
"FW08MI005",8.58,0.00654,12.9263
"FW08MI006",7.38,0.2321,17.215
"FW08MI007",1.55,0.00456,23.2738
"FW08MI008",1.6,0.01288,24.7325
"FW08MI009",6.13,0.45563,56.4
"FW08MI010",7.38,0.63995,51.105
"FW08MI012",2.8,0.29,31.3588
"FW08MI013",17.15,0,96.7438
"FW08MI015",26.09,0.00505,9.055
"FW08MI017",7.67,1.02894,53.5894
"FW08MI019",6.305,1.384655,78.92815
"FW08MI020",1.575,0.245695,1.9847
"FW08MI021",5.94,1.96395,292.605
"FW08MI022",3.07,0.52538,33.6713
"FW08MI023",3.23,0.93397,52.1063
"FW08MI024",6.64,2.51326,35.199
"FW08MI025",2.05,0.03115,22.7938
"FW08MI026",6.78,1.78662,136.3238
"FW08MI028",6.85,2.26295,131.195
"FW08MI029",3.34,0.05113,26.4838
"FW08MI030",5.13,2.33104,129.8263
"FW08MI031",42.66,0.02479,36.3
"FW08MI032",7.57,0.00525,32.28
"FW08MI033",5.8,1.63154,63.7875
"FW08MI034",3.46,0.01743,14.32
"FW08MI035",4.14,0.06818,79.6125
"FW08MI036",9.7,4.23467,94.543
"FW08MI037",1.61,0.25606,4.7063
"FW08MI038",2.91,1.71238,17.3238
"FW08MI039",41.32,0.01042,21.9175
"FW08MI041",8.99,0.19121,38.6425
"FW08MI042",7.12,0.23448,48.7375
"FW08MI043",41.47,0.0511,13.2763
"FW08MI044",5.44,0.63852,75.0913
"FW08MI045",2.8,0.12089,21.846
"FW08MI046",6.64,0.25978,43.8313
"FW08MI047",8.64,0.03588,25.9538
"FW08MI048",28.8,0.07783,33.5663
"FW08MI050",6.86,0.01845,17.77
"FW08MI052",10.69,0.00158,21.285
"FW08MI053",8.29,0.04785,145.0775
"FW08MI054",5.69,0.16087,62.2263
"FW08MI055",13.29,0.00073,25.6513
"FW08MI057",5.93,0.28956,32.0563
"FW08MI058",5.17,1.12089,109.0475
"FW08MI063",4.14,0.08735,49.6025
"FW08MI077",4.42,1.89832,28.0763
"FW08MI079",26.52,0.00846,32.6994
"FW08MI080",18.71,0.00457,36.6744
"FW08MN001",1.77,2.23111,55.9823
"FW08MN002",34.52,0.00252,99.59905
"FW08MN004",30.33,0.00077,130.6069
"FW08MN005",11.57,0.0097,25.9888
"FW08MN006",12.62,0,115.0044
"FW08MN008",7.14,0.22401,267.3925
"FW08MN009",35.74,0.10914,37.1763
"FW08MN010",5.99,0,100.955
"FW08MN011",16.39,0.0267,49.8738
"FW08MN013",7.675,0.706675,153.16375
"FW08MN016",21.675,0.00285,27.75255
"FW08MN017",5.13,0.00756,334.4388
"FW08MN018",4.57,0.06052,39.2456
"FW08MN019",6.82,0.25595,26.4513
"FW08MN021",2.36,0.7662,58.4988
"FW08MN022",10.76,0.08809,27.0525
"FW08MN023",21,0,138.61
"FW08MN024",4.87,0,128.9663
"FW08MN031",7.26,0.01132,23.4413
"FW08MN032",9.93,0.02499,23.3425
"FW08MN033",7.44,1.52809,820.531
"FW08MN034",5.4,0.22533,30.1525
"FW08MN035",6.57,0.20992,32.8325
"FW08MN036",5.99,1.34915,310.91
"FW08MN037",4.24,0,120.8431
"FW08MN039",7.54,0.00169,30.7956
"FW08MN040",1.52,15.10186,114.9744
"FW08MN041",9.33,0.00141,44.5638
"FW08MN042",9.96,0.01308,35.9025
"FW08MN043",8.23,0.00094,57.7325
"FW08MN045",8.21,0.05967,201.438
"FW08MN047",13.81,0.00249,3331.556
"FW08MN049",4.5,0.41819,85.8525
"FW08MN050",24.3,0.01687,48.425
"FW08MN051",4.45,0.03168,49.91
"FW08MN052",7.77,0.14,80.0663
"FW08MN053",6.36,0.46168,196.9713
"FW08MN056",2.64,4.24785,90.1606
"FW08MN057",10.4,0.03211,33.7963
"FW08MN060",12.73,0.00058,1084.131
"FW08MN061",7.04,0,200.785
"FW08MN065",6.4,0,213.1556
"FW08MN068",23.28,0,11020.1
"FW08MN070",21.91,0.0143,78.4306
"FW08MN076",31.2,0.00452,67.3375
"FW08MN080",32.79,0.00289,70.755
"FW08MN093",3.44,1.5358,111.91
"FW08MN119",6.95,0.01976,50.5956
"FW08MO001",6.23,1.375485,123.3144
"FW08MO004",1.265,0.02859,4.19505
"FW08MO005",2.4,3.23088,139.826
"FW08MO006",1.84,0,22.595
"FW08MO007",3.29,0.10085,27.4188
"FW08MO008",4.15,0.10763,62.7613
"FW08MO009",4,2.02719,71.1197
"FW08MO010",5.38,2.31773,106.7119
"FW08MO011",1.005,0.09866,23.0369
"FW08MO012",4.54,0.80007,104.4188
"FW08MO013",1.6,0.15712,35.9875
"FW08MO014",4.25,2.36955,140.4438
"FW08MO015",0.64,2.09665,26.9731
"FW08MO017",1.5,0.3745,45.9413
"FW08MO018",1.46,0.05881,26.4875
"FW08MO019",3.96,0.54806,152.0513
"FW08MO021",1.58,0.08606,28.36
"FW08MO023",5.85,1.11403,263.6263
"FW08MO024",4.92,0.03679,75.3406
"FW08MO025",3.1,0.96887,274.1425
"FW08MO026",5.19,0.18625,111.441
"FW08MO027",2.48,0.19049,21.5575
"FW08MO029",5.13,0.14551,226.4513
"FW08MO031",1.33,2.08915,95.3625
"FW08MO033",1.59,0.1654,17.385
"FW08MO035",7.73,0.03008,87.0788
"FW08MO036",1.63,1.92706,108.6638
"FW08MO037",3.19,1.00356,254.4125
"FW08MO038",3.4,1.53577,222.2725
"FW08MO039",3.39,1.24975,329.6863
"FW08MO041",1.57,0.2773,14.4338
"FW08MO044",2.68,2.2192,210.653
"FW08MO058",13.48,0.00622,708.584
"FW08MO068",2.01,2.51277,138.3175
"FW08MO069",7.59,0.4425,213.4125
"FW08MO076",4.79,1.5344,324.045
"FW08MO080",2,0.34764,17.3888
"FW08MO086",3.839175791,NA,177
"FW08MO102",3.560363949,NA,223
"FW08MO150",3.583054107,NA,187
"FW08MO214",4.824156069,NA,270
"FW08MS002",1.95,0.00256,32.5863
"FW08MS004",2.76,0.01104,28.0788
"FW08MS006",4.389994173,NA,268
"FW08MS007",12.45,0.38245,441.0313
"FW08MS008",3.32,0.01221,44.9375
"FW08MS009",5.57,0.00506,80.8619
"FW08MS010",1.93,0.25155,103.8813
"FW08MS013",7.39,0.00915,187.9125
"FW08MS014",3.245472412,NA,155
"FW08MS016",3.43,0.00424,90.5388
"FW08MS017",4.59,0.13354,140.5338
"FW08MS019",4.09389153,NA,283
"FW08MS020",3.705,0.026105,15.3253
"FW08MS023",1.72,0.00077,171.428
"FW08MS025",4.76,0.017275,104.25875
"FW08MS026",1.03,0.172325,64.25285
"FW08MS033",2.2,0.01463,209.175
"FW08MS034",6.7,0.08978,336.8388
"FW08MS038",2.6,0.08434,50.16
"FW08MS042",9.51,0.07691,384.0394
"FW08MS045",6.73,0,236.415
"FW08MS048",0.77,0.2002,15.9794
"FW08MS050",5.59,0.3338,148.7206
"FW08MS052",11.29,0.06316,59.1794
"FW08MS053",6.015,1.052955,53.66905
"FW08MS058",0.83,0.0034,17.09
"FW08MS062",7.64,0.41101,525.655
"FW08MS064",3.41,0.23728,49.885
"FW08MS069",6.48,0.25543,96.2175
"FW08MS070",4.629347183,NA,246
"FW08MS083",3.76117858,NA,365
"FW08MS084",1.41,0.30936,18.5619
"FW08MS086",21.67,0.00342,99.0319
"FW08MS094",3.350074398,NA,204
"FW08MS100",5.36,0.08349,126.8825
"FW08MS101",5.78,0.00105,144.5838
"FW08MS127",3.188985148,NA,175
"FW08MS139",2.946156115,NA,155
"FW08MS147",3.556609497,NA,222
"FW08MS191",3.606673234,NA,252
"FW08MS203",2.911584254,NA,209
"FW08MS211",3.70737441,NA,204
"FW08MS238",3.484428634,NA,132
"FW08MT001",1.31,0.00955,36.1763
"FW08MT002",3.195,0.565295,78.16595
"FW08MT004",3.04,0.16567,40.5438
"FW08MT005",0.84,0.00054,2.6138
"FW08MT006",6.8,0,184.9381
"FW08MT007",1.4,0.00469,10.401
"FW08MT008",2.25,0,45.5825
"FW08MT010",0.99,0.07473,7.3994
"FW08MT012",7.26,0,32.5863
"FW08MT013",5.08,0,66.5563
"FW08MT014",2.65,0.00256,23.105
"FW08MT015",0.84,0.01947,11.86
"FW08MT017",0.7,0.01362,9.165
"FW08MT019",4.09,0.07097,184.1706
"FW08MT020",0.31,0.00839,6.4806
"FW08MT022",1.685,0.000755,28.7928
"FW08MT023",1.07,0.00536,73.2013
"FW08MT024",1.13,0.00857,1.2344
"FW08MT025",2.735,0.00498,60.2994
"FW08MT029",4.51,0.20337,49.5388
"FW08MT030",1.15,0.00388,1.79
"FW08MT031",2.91,0.02209,48.8438
"FW08MT032",3.39,0.00562,43.4263
"FW08MT033",4.14,0,70.2688
"FW08MT035",4.48,0,52.6831
"FW08MT036",6.1,0,141.2181
"FW08MT038",2.14,0.00691,43.7431
"FW08MT039",3.04,0,34.2188
"FW08MT041",2.38,0,80.385
"FW08MT042",0.62,0.0254,2.2488
"FW08MT043",2.92,0.02245,47.975
"FW08MT044",10.17,0.09238,57.2413
"FW08MT045",8.89,0.15922,48.7763
"FW08MT047",8.56,0,32.7925
"FW08MT048",6.85,0,210.1363
"FW08MT049",2.41,0.00805,19.29
"FW08MT050",1.17,0.04981,6.5088
"FW08MT051",0.51,0.03999,2.4956
"FW08MT052",7.54,0,31.9994
"FW08MT053",10.75,0,37.9225
"FW08MT054",0.89,0.02782,9.0288
"FW08MT055",0.74,0.0018,2.305
"FW08MT056",12.99,0,66.8506
"FW08MT058",1.93,0.02617,6.7938
"FW08MT059",17.54,0.01055,37.9588
"FW08MT060",1.06,0.05581,5.1781
"FW08MT061",6.85,0,42.0944
"FW08MT062",2.47,0,14.4613
"FW08MT063",2.61,0,80.7188
"FW08MT066",1.13,0.11473,20.2531
"FW08MT071",1.53,0.11431,17.1944
"FW08MT080",10.83,0.00136,317.3813
"FW08MT087",0.93,0.00424,181.555
"FW08MT088",7.08,0.00225,88.0863
"FW08MT090",0.79,0,16.6375
"FW08MT091",3.03,0.28105,659.975
"FW08MT093",3.24,0,38.6975
"FW08MT094",3.26,0.02529,83.1069
"FW08MT098",0.89,0.06492,11.8944
"FW08MT103",2.73,0.00782,48.6581
"FW08MT111",3.22,0.05136,133.4006
"FW08MT124",NA,NA,NA
"FW08NC001",1.1,0.03268,54.8622
"FW08NC002",0.895,0.31544,41.39845
"FW08NC003",1.51,0.64069,82.0775
"FW08NC008",0.51,0.01811,7.2713
"FW08NC010",10.73,0.006,229.8713
"FW08NC011",1.59,1.91298,101.3513
"FW08NC012",0.89,0.02097,9.4119
"FW08NC013",6.48,0.05917,50.6638
"FW08NC015",7.87,23.77323,2791.088
"FW08NC017",3.52,0.07349,15.5388
"FW08NC021",7.54,0.56691,146.7069
"FW08NC023",16.83,1.80437,772.163
"FW08NC024",1.94,0.45503,170.9806
"FW08NC025",2.18,0.25498,70.52
"FW08NC026",1.14,0.19064,23.2125
"FW08NC029",8.83,0.67567,184.4363
"FW08NC032",2.01,0.60618,165.2331
"FW08NC034",10.62,0.05058,48.5863
"FW08NC035",10.35,0.84996,190.0331
"FW08NC036",3,3.35099,690.788
"FW08NC037",9.42,0.67771,182.488
"FW08NC039",13.76,0.26136,117.64
"FW08NC040",1.83,0.92961,25.8294
"FW08NC041",6.77,0.01574,27.7713
"FW08NC042",1.26,0.06063,23.7194
"FW08NC044",7.39,0.28446,94.27
"FW08NC046",28.96,0.01008,31.205
"FW08NC049",6.43,0.3183,95.4113
"FW08NC050",12.485,0.13653,91.50095
"FW08NC055",1.22,0.54009,66.1075
"FW08NC061",6.25,0.94615,59.3844
"FW08NC079",NA,NA,NA
"FW08NC083",24.02,1.39,408.5638
"FW08NC086",0.66,0.10065,13.7094
"FW08NC096",2.88,1.38283,187.2375
"FW08NC102",2.7,0.39091,79.4006
"FW08NC116",2.57,0.16,84.2038
"FW08NC117",7.6,0.03256,132.4875
"FW08NC120",1.75,0.0812,86.9038
"FW08NC139",7.41,0.23,204.8463
"FW08NC145",3.28,0.14368,54.82
"FW08NC158",6.05,1.3954,58.4588
"FW08ND001",9.23,0,143.1119
"FW08ND002",14.22,0,25.115
"FW08ND003",12.4,0,278.63
"FW08ND004",9.15,0.2338,215.89
"FW08ND005",9.32,0.00058,32.4153
"FW08ND006",5.865,0,72.60495
"FW08ND007",7.63,0,221.0275
"FW08ND010",24.72,0.19006,194.8663
"FW08ND011",6.46,0.91584,223.8669
"FW08ND012",13.67,0,165.6688
"FW08ND013",38.35,0.15242,275.7719
"FW08ND015",11.84,0,177.1763
"FW08ND016",12.99,0.01645,378.1063
"FW08ND017",11.34,0,40.5675
"FW08ND018",8.78,0.00673,150.1
"FW08ND020",13.08,0,502.325
"FW08ND021",10.29,0.3542,976.256
"FW08ND022",16.37,0.27604,193.2663
"FW08ND023",10.05,1.12647,183.5594
"FW08ND024",13.33,0.18829,67.3513
"FW08ND026",17.08,0,30.7675
"FW08ND027",8.47,0,82.1438
"FW08ND028",15.37,NA,116.62
"FW08ND029",2.51,0,79.8763
"FW08ND031",6.24,0.06269,320.4875
"FW08ND032",14,0.1829,1097.75
"FW08ND033",14.74,0.37269,33.9475
"FW08ND034",12.03,0.19703,95.3725
"FW08ND035",7.32,0.00356,170.8013
"FW08ND036",14.18,0,42.2469
"FW08ND038",7.21,0.19246,84.4075
"FW08ND039",10.79,0.08582,326.4325
"FW08ND040",8.44,0.00421,53.2275
"FW08ND041",7.07,0,103.1056
"FW08ND042",4.28,0,36.98
"FW08ND043",10.155,0,327.15035
"FW08ND044",12.83,0.24413,261.5813
"FW08ND046",8.65,0,227.0088
"FW08ND049",2.695,0.053855,5.8063
"FW08ND052",11.01,0,139.7269
"FW08ND053",8.53,0,230.8769
"FW08ND054",7.97,0.11774,77.5775
"FW08ND055",6.55,0.37316,796.644
"FW08ND056",17.81,0.36132,269.0138
"FW08ND057",6.42,0,78.5931
"FW08ND058",4.78,0,69.6175
"FW08ND060",8.05,0,88.0456
"FW08ND061",2.56,0,43.2688
"FW08ND063",5.55,0,190.1125
"FW08ND064",14.58,0,42.5363
"FW08ND066",20.66,0.00482,157.535
"FW08ND071",18.37,0,547.8338
"FW08ND072",6.82,0.3209,43.8481
"FW08ND074",9.29,0,114.73
"FW08ND079",6.17,0.36673,234.0519
"FW08ND081",11.06,0,34.3788
"FW08ND086",11.67,0.00083,55.9825
"FW08ND118",15.81,0,49.31
"FW08ND138",16.3,0.00355,161.6125
"FW08ND142",11.01,0,20.2788
"FW08ND161",17.04,0,190.0113
"FW08NE001",1.035,0.900465,80.8697
"FW08NE003",4.45,7.35241,481.1013
"FW08NE005",6.95,5.12339,473.3319
"FW08NE006",4.28,5.248465,1368.825
"FW08NE010",2.59,0.21207,21.895
"FW08NE012",1.06,0.6818,97.4081
"FW08NE013",1.31,0.38364,10.3575
"FW08NE014",3.84,0.9177,380.1531
"FW08NE015",3.6,1.48412,202.1913
"FW08NE016",5.78,4.68501,1234.444
"FW08NE017",9.05,0,4864.513
"FW08NE019",3.9,0,318.695
"FW08NE021",1.02,0.27012,242.1613
"FW08NE022",3.55,0.57302,288.8
"FW08NE024",5.22,0,170.181
"FW08NE025",4.85,1.3516,532.9338
"FW08NE026",1.76,0.75102,62.5588
"FW08NE027",1.34,3.05146,227.8413
"FW08NE028",10.21,2.27886,974.719
"FW08NE030",4.29,2.16911,366.9819
"FW08NE031",9,34.1865,5637.138
"FW08NE032",2.25,10.60547,553.5813
"FW08NE035",2.5,8.27573,298.8763
"FW08NE036",4.005,0.483225,157.7369
"FW08NE037",5.51,1.82226,1572.669
"FW08NE040",4.06,0.48286,175.7331
"FW08NE041",3.79,0.17836,425.2975
"FW08NE043",3.37,3.83726,121.4788
"FW08NE044",5.2,0.04279,682.491
"FW08NE045",1.35,0.46154,119.7488
"FW08NE046",12.07,0,241.2113
"FW08NE047",7.76,1.5944,684.609
"FW08NE048",NA,NA,NA
"FW08NE050",6.81,0.629,571.338
"FW08NE052",2.19,0.57103,357.4631
"FW08NE056",3.67,0.22687,188.9944
"FW08NE057",5.92,0.66304,587.6988
"FW08NE060",58.79,6.31484,3090.5815
"FW08NE066",3.58,1.96347,469.71
"FW08NE067",6.73,0.62584,197.0688
"FW08NE070",2.22,8.51855,456.6156
"FW08NE081",5.28,0.00038,81.575
"FW08NE092",3.39,1.77741,342.8581
"FW08NE102",3.24,0.00348,234.2494
"FW08NE114",8.28,0.13631,1350.725
"FW08NE166",3.56,0.42638,103.5075
"FW08NE189",3.48,0.48283,490.8375
"FW08NH001",4.26,0.001235,20.30755
"FW08NH002",5.155,0.018535,15.80005
"FW08NH003",3.82,0.21835,54.7619
"FW08NH005",5.835,0.115365,9.94315
"FW08NH007",3.76,0.164455,6.42125
"FW08NH009",5.65,0.09143,10.115
"FW08NH010",3.18,0.15172,16.37
"FW08NH011",3.47,0.18053,9.8288
"FW08NH014",2.5,0.02842,9.5538
"FW08NH016",4.08,0.15714,9.83
"FW08NH017",3.57,0.20065,10.135
"FW08NH018",6.2,0.09253,21.1919
"FW08NH020",6.39,0.08123,13.4519
"FW08NH057",2.54,0.06506,9.9688
"FW08NH099",6.55,0.00273,25.0863
"FW08NH104",2.45,0.032,17.1038
"FW08NJ001",3.92,1.78619,59.46
"FW08NJ002",0.42,1.738055,11.45005
"FW08NJ003",2.29,1.46216,46.7613
"FW08NJ004",3.03,0.140595,36.07905
"FW08NJ005",3.74,2.02815,264.4619
"FW08NJ007",4.07,1.37642,189.5625
"FW08NJ008",1.73,0.07175,12.2925
"FW08NJ009",1.85,1.08147,69.4163
"FW08NJ011",4.72,1.22201,215.7725
"FW08NJ013",2.51,0.61,34.32
"FW08NJ015",2.45,0.17413,22.7388
"FW08NJ016",2.26,0.89088,48.0488
"FW08NJ019",3.54,0.64638,85.885
"FW08NJ021",5,0.8937,90.5788
"FW08NJ035",2.06,0.83736,98.6538
"FW08NM001",1.25,0.004025,25.7472
"FW08NM002",3.765,0.03553,97.1838
"FW08NM003",3.73,0.00292,19.4063
"FW08NM005",2.86,0,19.2313
"FW08NM008",4.095,0.265935,265.3819
"FW08NM010",1.6,0.23887,63.8969
"FW08NM012",3.3,0.04339,44.865
"FW08NM013",4.43,0.04929,200.9794
"FW08NM018",2.77,0.01927,29.7294
"FW08NM019",0.4,0.19469,27.8463
"FW08NM022",3.01,0.08253,98.3494
"FW08NM023",1.87,0.0732,17.5525
"FW08NM024",4.29,0.07559,116.8356
"FW08NM025",4.05,0.33592,102.6488
"FW08NM026",3.27,0.33642,525.6919
"FW08NM027",2.48,2.98312,71.15
"FW08NM031",1.11,0.00381,97.2238
"FW08NM034",4.03,0.30275,282.4919
"FW08NM035",1.38,0,48.3769
"FW08NM038",3.05,0.01055,19.5925
"FW08NM039",1.53,0.12841,9.9263
"FW08NM042",3.97,0.01675,23.1281
"FW08NM043",0.82,0.02529,58.8
"FW08NM045",4.28,0.02944,68.815
"FW08NM047",3.52,0.11168,84.6513
"FW08NM048",3.3,0.01781,43.5988
"FW08NM061",1.35,0.09749,115.7775
"FW08NM064",1.68,0,9.5119
"FW08NM069",3.27,0.01434,16.3563
"FW08NM070",1.65,0.12572,153.1075
"FW08NM105",3.53,0.0023,38.645
"FW08NV003",2.8,0.020575,389.80345
"FW08NV004",0.935,0.016175,14.4797
"FW08NV005",0.5,0.13709,18.155
"FW08NV006",1.52,0.0325,31.205
"FW08NV008",1,0.00363,28.8438
"FW08NV009",0.62,0.44778,23.4713
"FW08NV010",1.45,0,31.54
"FW08NV011",3.27,0.01204,134.94
"FW08NV012",1.22,1.04716,30.745
"FW08NV014",1.22,0.19585,29.761
"FW08NV015",3.56,0,284.1338
"FW08NV019",2.05,0,21.36315
"FW08NV020",2.55,0.4253,7.2975
"FW08NV022",8.92,0,174.9388
"FW08NV026",5.12,0.13965,308.615
"FW08NV028",2.49,0.00124,103.0988
"FW08NV029",0.8,0.06962,36.4075
"FW08NV031",13.52,0,88.44
"FW08NV032",0.92,0.2079,14.5688
"FW08NV033",0.67,0,34.2513
"FW08NV034",2.91,0.00411,133.4188
"FW08NV035",13.83,0.05671,54.8063
"FW08NV037",1.7,0.0053,35.8325
"FW08NV038",12.01,0,156.95
"FW08NV039",2.13,0.00093,62.84
"FW08NV040",5.4,0.00553,197.6075
"FW08NV041",7.23,0,114.7138
"FW08NV049",1.17,0.00036,123.6519
"FW08NV050",5.63,0.01902,100.4963
"FW08NV051",2.26,0,27.7113
"FW08NV053",2.8,0,47.7663
"FW08NV054",1.15,0.01778,153.9725
"FW08NV056",5.53,0,154.7088
"FW08NV057",4.25,0.00361,132.5113
"FW08NV058",2.47,0,68.1388
"FW08NV062",2.56,0,81.22
"FW08NV063",0.93,0,24.3888
"FW08NV065",1.01,0.00226,25.7963
"FW08NV066",2.41,0,81.5581
"FW08NV069",1.88,0,45.9053
"FW08NY002",11.875,0.02547,78.5344
"FW08NY003",5.34,0.18943,386.7666
"FW08NY004",7.54,0.05653,79.07
"FW08NY008",8.48,0.03453,13.8819
"FW08NY009",5.72,0.08801,25.0006
"FW08NY011",4.19,0.09366,27.5206
"FW08NY014",7.94,0.04638,18.1063
"FW08NY015",1.25,0.08662,19.5781
"FW08NY016",1.49,0.39934,16.5956
"FW08NY017",1.99,0.777625,148.6653
"FW08NY018",4.5,0.06663,307.8356
"FW08NY019",2.525,0.245395,26.9497
"FW08NY021",3.25,0.48956,43.761
"FW08NY022",6.22,0.06233,46.6038
"FW08NY023",1.87,0.15754,20.3175
"FW08NY024",2.93,0.21851,11.0663
"FW08NY025",2.63,0.04747,3.3531
"FW08NY027",7.43,0.14468,26.14
"FW08NY028",3.84,0.43708,45.0238
"FW08NY030",5.05,0.20065,93.0525
"FW08NY032",4.24,0.20062,118.82
"FW08NY034",3.81,0.04994,28.205
"FW08NY035",2.02,0.3702,49.5681
"FW08NY037",3.3,0.46115,39.6863
"FW08NY039",1.79,0.82638,106.6538
"FW08NY040",5.67,0.44089,19.7481
"FW08NY041",4.36,0.0932,9.8938
"FW08NY042",2.26,0.51096,64.2906
"FW08NY044",4.14,0.17851,46.2069
"FW08NY046",2.59,0.70064,89.8613
"FW08NY047",9.46,0.08349,40.735
"FW08NY048",2.82,0.25238,30.865
"FW08NY049",2.92,0.55359,76.2275
"FW08NY050",3.79,0.67972,34.6463
"FW08NY051",2.87,0.28079,26.3425
"FW08NY052",6.76,0.07719,27.7225
"FW08NY053",4.13,0.25514,44.6713
"FW08NY055",3.85,0.03561,10.9088
"FW08NY064",3.54,0.34854,196.3425
"FW08NY065",3.2,3.03137,340.6613
"FW08NY066",7.14,0.0437,99.7313
"FW08NY076",3.97,0.22763,101.4288
"FW08NY077",2.08,0.08496,18.1081
"FW08NY081",2.62,0.08232,9.6075
"FW08NY084",5.63,0.19102,14.2038
"FW08NY088",3.31,0.17977,37.0988
"FW08OH001",1.73,0.13164,58.1163
"FW08OH002",2.355,0.018735,20.19565
"FW08OH003",3.91,0.43378,44.2913
"FW08OH004",2.79,0.0513,34.2688
"FW08OH005",2.7,1.74733,78.81
"FW08OH006",3.02,0.43342,40.6913
"FW08OH007",1.76,0.03448,12.3413
"FW08OH008",1.735,0.106625,48.7697
"FW08OH011",1.82,0.01988,91.93
"FW08OH012",9.68,1.55792,77.12565
"FW08OH013",3.76,0.01287,73.5888
"FW08OH015",9.72,0,166.6744
"FW08OH017",3.445,0.602035,75.13345
"FW08OH018",3.25,2.76723,356.8869
"FW08OH019",3.05,2.43859,429.0613
"FW08OH020",8.06,7.84171,74.6956
"FW08OH021",2.53,1.22088,131.7388
"FW08OH022",4.19,0.00594,12.6006
"FW08OH023",4.71,0.87764,153.0981
"FW08OH024",4.17,1.74015,121.2138
"FW08OH025",3.92,0.00096,64.9475
"FW08OH026",4.49,0.00616,26.4269
"FW08OH027",5.97,0.41386,85.5663
"FW08OH028",2.91,0.25577,78.6425
"FW08OH029",3.1,0.57253,89.82
"FW08OH030",7.37,0.01148,81.9813
"FW08OH031",2.5,2.90105,176.0063
"FW08OH032",4.82,0.29432,138.063
"FW08OH033",3.26,1.00325,71.585
"FW08OH035",3.13,0.58947,226.7844
"FW08OH036",11.32,6.75564,432.3444
"FW08OH037",2.69,0.00573,23.075
"FW08OH038",4.45,4.04674,192.155
"FW08OH040",6.9,0.01069,264.96
"FW08OH044",1.88,0.17205,28.9163
"FW08OH050",4.03,1.28327,76.7294
"FW08OK002",4.475,0.044975,33.0338
"FW08OK003",3.465,1.35003,87.39155
"FW08OK005",4.53,0.099385,151.2791
"FW08OK006",6.83,0.01296,81.42
"FW08OK007",6.26,0.05371,68.4463
"FW08OK009",7.55,0,260.3113
"FW08OK010",2.5,0.08194,49.7338
"FW08OK011",3.645,0,143.36565
"FW08OK012",2.61,0.00359,52.5669
"FW08OK013",7.34,0.46946,769.313
"FW08OK014",3.51,0.24759,348.195
"FW08OK017",3.09,0.0133,4.56
"FW08OK018",3.91,1.52427,285.7188
