"UniqueLakeName","Lat","Lon","DOC_Median","TN_Median","TP_Median","pH"
"L6879",46.91609,-95.64703,NA,NA,NA,NA
"L6880",46.91785,-96.15248,NA,NA,NA,NA
"L6881",46.91959,-94.89208,NA,NA,0.024,NA
"L6882",46.91995,-94.3326,NA,NA,NA,NA
"L6883",46.92144,-95.33262,NA,NA,NA,NA
"L6884",46.92242,-94.07742,NA,NA,0.036,NA
"L6885",46.9252,-94.96635,NA,NA,NA,NA
"L6886",46.92671,-95.75449,NA,NA,NA,NA
"L6887",46.929805,7.079514,NA,1.4,0.07,NA
"L6889",46.92858,-94.94769,NA,NA,NA,NA
"L6890",46.92862,-94.864,NA,NA,0.022,NA
"L6891",46.93001,-95.53245,NA,NA,NA,NA
"L6892",46.93027,-94.77504,NA,NA,NA,NA
"L6893",46.93083,-111.9632,0.00312,NA,NA,8.1
"L6894",46.93182,-95.67199,NA,NA,NA,NA
"L6895",46.93189,-94.38833,NA,NA,NA,NA
"L6896",46.93236,-95.05888,NA,NA,NA,NA
"L6897",46.93566,-94.1622,NA,NA,NA,NA
"L6898",46.93594,-68.89261,0.008695,0.406,0.0115,NA
"L6899",46.93772,-94.54692,NA,NA,0.018,NA
"L6900",46.93898,-95.59803,NA,NA,NA,NA
"L6901",46.94002,-94.65537,NA,NA,NA,NA
"L6902",46.94098,-94.3672,NA,NA,NA,NA
"L6903",46.94223,-94.18956,NA,NA,NA,NA
"L6904",46.9441134375,-95.26882875,0.00359,NA,NA,8.4
"L6906",46.94327,-95.61583,NA,NA,NA,NA
"L6907",46.94395,-94.82932,NA,NA,NA,NA
"L6910",46.94487,-94.88759,0.0054,NA,NA,NA
"L6911",46.94529,-94.38761,NA,NA,NA,NA
"L6912",46.94553,-95.44778,NA,NA,NA,NA
"L6913",46.94667,-94.34349,NA,NA,0.0185,NA
"L6914",46.94799,-95.50299,NA,NA,NA,NA
"L6915",48.23667,-88.5351011363636,NA,NA,0.0028,8
"L6916",46.95007,-95.00764,NA,NA,NA,NA
"L6917",46.95024,-93.97424,NA,NA,NA,NA
"L6918",46.95029,-96.22055,NA,NA,NA,NA
"L6919",46.95074,-95.76169,NA,NA,NA,NA
"L6921",46.95219,-92.06586,NA,NA,NA,NA
"L6922",46.95298,-94.43121,NA,NA,NA,NA
"L6923",46.95352,-94.38416,NA,NA,NA,NA
"L6924",46.9555425,-94.672195,NA,NA,0.0345,8.85
"L6925",46.95476,-94.28385,NA,NA,0.017,NA
"L6926",46.95558,-94.41353,NA,NA,0.005,NA
"L6927",46.95645,-95.06419,NA,NA,0.015,NA
"L6928",46.95759,-94.45798,NA,NA,NA,NA
"L6929",46.95916,-94.43886,NA,NA,NA,NA
"L6930",46.95955,-94.79337,NA,NA,NA,NA
"L6931",46.96117,-68.61272,0.00729,NA,0.006,NA
"L6933",46.96128,-94.33002,NA,NA,NA,NA
"L6935",46.96392,-94.36384,NA,NA,NA,NA
"L6936",46.96518,-94.19827,NA,NA,NA,NA
"L6937",46.96533,-93.86913,NA,NA,0.011,NA
"L6938",46.96561,-95.12186,0.00385,NA,0.0365,NA
"L6940",46.96641,-94.49057,NA,NA,NA,NA
"L6941",46.96788,-94.92764,NA,NA,NA,NA
"L6942",46.96796,-94.8764,NA,NA,NA,NA
"L6943",46.97285,-95.65521,0.00974,NA,NA,8.8
"L6944",46.96909,-95.74854,NA,NA,NA,NA
"L6945",46.96955,-95.78973,NA,NA,NA,NA
"L6946",46.96966,-94.86128,NA,NA,NA,NA
"L6947",46.96983,-92.21378,0.0072,0.5595,0.021,NA
"L6948",46.9707,-94.57513,0.0032,NA,0.01,NA
"L6949",46.9724,-94.34328,NA,NA,NA,NA
"L6950",46.97425,-94.43368,NA,NA,NA,NA
"L6951",46.97459,-68.83821,0.00259,0.208,0.0045,NA
"L6952",46.97509,-94.13191,NA,NA,NA,NA
"L6953",46.97529,-94.03513,NA,NA,0.0125,NA
"L6954",46.97555,-93.24199,NA,NA,NA,NA
"L6955",46.97749,-92.14486,NA,NA,NA,NA
"L6956",46.97757,-94.7698,NA,NA,NA,NA
"L6957",46.9801,-94.32624,NA,NA,NA,NA
"L6958",46.9813,-94.95467,NA,NA,NA,NA
"L6959",46.98252,-93.59544,NA,NA,0.0315,NA
"L6960",46.98279,-94.01242,NA,NA,0.039,NA
"L6961",46.98353,-94.23026,NA,NA,0.014,NA
"L6962",46.9863,-122.569,0.00711,NA,NA,7.5
"L6963",46.98698,-92.19124,NA,NA,NA,NA
"L6965",46.98907,-94.75462,NA,NA,NA,NA
"L6966",47.02083,8.355517,NA,0.5,0.13,NA
"L6967",46.99017,-95.42003,NA,NA,NA,NA
"L6968",46.99063,-94.07048,NA,NA,0.031,NA
"L6969",46.99091,-94.93222,NA,NA,0.019,NA
"L6970",46.99332,-94.36258,NA,NA,NA,NA
"L6971",46.9936,-93.93362,NA,NA,0.014,NA
"L6973",46.99569,-95.55211,NA,NA,NA,NA
"L6974",46.99662,-94.851,NA,NA,0.0105,NA
"L6975",47.00042,-94.60925,NA,NA,NA,NA
"L6976",47.0008,-95.05133,NA,NA,NA,NA
"L6977",47.0008,-94.96682,NA,NA,NA,NA
"L6978",47.00218,-95.8012,NA,NA,NA,NA
"L6979",47.0028,-95.77457,NA,NA,NA,NA
"L6980",47.00393,-94.68851,0.0065,NA,NA,NA
"L6981",47.00534,-94.93182,NA,NA,NA,NA
"L6982",47.00717,-94.28937,NA,NA,NA,NA
"L6983",47.00718,-93.59219,0.007,NA,0.0265,NA
"L6984",47.00987,-94.55322,NA,NA,NA,NA
"L6985",47.01062,-95.53977,NA,NA,NA,NA
"L6986",47.01144,-94.73347,NA,NA,0.01,NA
"L6987",47.01434,-94.79094,NA,NA,NA,NA
"L6988",47.01761,-95.00448,NA,NA,0.01,NA
"L6989",47.01771,-94.9473,NA,NA,NA,NA
"L6990",47.01956,-94.17856,NA,NA,0.018,NA
"L6991",47.01958,-94.19354,NA,NA,NA,NA
"L6992",47.0224,-94.20401,NA,NA,NA,NA
"L6993",47.0227,-94.70812,NA,NA,NA,NA
"L6994",47.02274,-95.8251,NA,NA,NA,NA
"L6995",47.02393,-94.9157,NA,NA,NA,NA
"L6996",47.02466,-95.64845,NA,NA,NA,NA
"L6997",47.0248853571429,-68.2110535714286,0.00652,0.374,0.015,6.2
"L6999",47.02749,-95.58327,NA,NA,NA,NA
"L7000",47.02774,-94.84981,NA,NA,NA,NA
"L7001",47.02778,-94.82464,NA,NA,0.016,NA
"L7002",47.02834,-94.90485,NA,NA,NA,NA
"L7003",47.02844,-95.09834,NA,NA,NA,NA
"L7004",47.02871,-95.19912,NA,NA,NA,NA
"L7005",47.02982,-94.9484,NA,NA,NA,NA
"L7006",47.03221,-95.86277,NA,NA,NA,NA
"L7007",47.03224,-94.32298,NA,NA,NA,NA
"L7008",47.03388,-95.0314,NA,NA,NA,NA
"L7009",47.03508,-94.69676,NA,NA,NA,NA
"L7010",47.03622,-95.62664,NA,NA,NA,NA
"L7011",47.03651,-94.87888,NA,NA,NA,NA
"L7012",47.03789,-95.54161,NA,NA,NA,NA
"L7013",47.04343,-122.9093,NA,NA,0.05,8.8
"L7015",47.03951,-94.27073,NA,NA,NA,NA
"L7016",47.041,8.185,NA,NA,NA,NA
"L7017",47.04164,-95.77682,NA,NA,NA,NA
"L7018",47.04215,-94.92797,NA,NA,NA,NA
"L7019",47.04329,-95.60572,NA,NA,NA,NA
"L7020",47.04687,-94.9528,NA,NA,NA,NA
"L7021",47.0483,-95.30192,NA,NA,NA,NA
"L7022",47.04886,-94.07832,NA,NA,0.011,NA
"L7023",47.04962,-95.11519,NA,NA,NA,NA
"L7024",47.05085,-99.45309,0.0267,NA,NA,9
"L7025",47.05652,-94.82715,NA,NA,NA,NA
"L7028",47.05978,-93.48545,NA,0.508,0.049,NA
"L7029",47.06213,-94.44676,NA,NA,NA,NA
"L7030",47.06256,-93.97194,NA,NA,NA,NA
"L7032",47.06478,-95.81127,NA,NA,NA,NA
"L7033",47.06563,-93.44876,0.0133,0.8635,0.064,NA
"L7034",47.06824,-94.20472,NA,NA,NA,NA
"L7036",47.069345,-92.001375,0.00834,NA,NA,8
"L7037",47.07009,15.36689,NA,NA,0.0216,NA
"L7038",47.07046,-95.38335,NA,NA,NA,NA
"L7039",47.07245,10.223455,NA,NA,0.0046,7.45
"L7040",47.07113,-95.69969,NA,NA,NA,NA
"L7041",47.0738218181818,-94.6024518181818,0.00463,NA,NA,8.3
"L7042",47.07183,-95.26775,NA,NA,0.0115,NA
"L7043",47.07248,-95.83343,NA,NA,NA,NA
"L7044",47.07318,-94.91581,NA,NA,NA,NA
"L7046",47.0738833333333,-98.5815033333333,0.01463,NA,0.065,8.8
"L7047",47.07428,-99.63069,0.02614,NA,NA,8.73
"L7048",47.0755,-95.33858,NA,NA,NA,NA
"L7049",47.07686,-95.53757,NA,NA,NA,NA
"L7050",47.07735,-95.56456,NA,NA,NA,NA
"L7052",47.081236,-88.474874,NA,NA,0.0105,NA
"L7054",47.08592,-95.01656,NA,NA,NA,NA
"L7055",47.086,7.174,NA,NA,NA,NA
"L7056",47.08632,-94.95089,NA,NA,NA,NA
"L7057",47.08796,-93.97137,NA,NA,0.041,NA
"L7058",47.08995,8.0808165,NA,1.4,0.09,NA
"L7059",47.09252,-92.53784,NA,NA,NA,NA
"L7060",47.09327,-95.66257,NA,NA,NA,NA
"L7061",47.0967,-92.40083,NA,NA,NA,NA
"L7062",47.09672,-94.08297,NA,NA,NA,NA
"L7063",47.09946,-113.4075,0.00291,NA,NA,8.9
"L7064",47.10086,-93.42173,0.0146,1.39,0.058,NA
"L7065",47.10368,-92.4041,NA,NA,NA,NA
"L7066",47.10654,-94.14599,NA,NA,NA,NA
"L7067",47.11281,-68.3341447297297,0.006435,0.494,0.018,NA
"L7068",47.11624,-95.36829,NA,NA,NA,NA
"L7069",47.11666,-95.16452,NA,NA,NA,NA
"L7071",47.11832,-93.94646,NA,NA,NA,NA
"L7072",47.11881,-95.5506,NA,NA,NA,NA
"L7073",47.18441,-119.364,0.00328,NA,NA,9.1
"L7075",47.12566,-95.39639,NA,NA,0.02,NA
"L7076",47.12581,-93.30093,NA,0.4165,NA,NA
"L7077",47.12662,-93.13966,0.0128,0.9185,NA,NA
"L7078",47.12772,-95.75422,NA,NA,NA,NA
"L7079",47.12976,-88.31643,0.0125,NA,NA,7.5
"L7080",47.12993,-95.45869,NA,NA,NA,NA
"L7081",47.161,8.483,NA,NA,NA,NA
"L7082",47.13286,-122.5619,0.00315,NA,NA,9.2
"L7084",47.13645,-99.05941,0.02858,NA,NA,8.44
"L7086",47.143845,8.1511345,NA,0.5,0.05,NA
"L7087",47.14213,-93.53838,0.0123,0.84,NA,NA
"L7088",47.14453,-93.46539,NA,NA,NA,NA
"L7089",47.14506,-93.68247,0.007935,0.179,NA,NA
"L7090",47.15088,-95.60401,NA,NA,NA,NA
"L7091",47.15169,-95.01546,NA,NA,NA,NA
"L7092",47.15357,-93.77274,0.00964,0.5005,0.009,NA
"L7093",47.15364,-95.45893,NA,NA,NA,NA
"L7094",47.15366,-91.91215,NA,NA,NA,NA
"L7095",47.154,-68.29126,0.00639,0.413,0.011,NA
"L7096",47.15805,-93.83775,NA,NA,NA,NA
"L7097",47.15893,-95.4709,NA,NA,NA,NA
"L7098",47.16422,-95.12396,NA,NA,NA,NA
"L7099",47.16523,-94.75839,NA,NA,0.01,NA
"L7100",47.169,7.668,NA,NA,NA,NA
"L7101",47.16917,-94.42452,NA,NA,NA,NA
"L7102",47.171225,-88.5279925,NA,NA,0.022,NA
"L7104",47.17693,-93.86654,NA,NA,0.015,NA
"L7105",47.17784,-68.2314,0.00439,NA,NA,8.52
"L7106",47.17852,-91.88901,NA,NA,NA,NA
"L7107",47.17928,-93.06805,0.007055,0.36,0.031,NA
"L7109",47.18602,-93.56692,NA,0.4225,NA,NA
"L7110",47.1871,-91.75337,NA,NA,NA,NA
"L7111",47.18778,-95.21472,NA,0.172,0.0785,8.65
"L7112",47.19001,-94.9957,NA,NA,NA,NA
"L7113",47.19054,-95.36625,NA,NA,NA,NA
"L7114",47.19185,-68.47558,0.008225,1.09,0.077,NA
"L7115",47.19205,-122.9726,0.00902,NA,NA,7.7
"L7116",47.19238,-95.41289,NA,NA,0.012,NA
"L7117",47.19273,-94.9762,NA,NA,NA,NA
"L7118",47.19306,-99.32424,0.033255,NA,NA,9.05
"L7119",47.194,8.353,NA,NA,NA,NA
"L7120",47.19768,-93.75391,0.01061,0.574,NA,NA
"L7121",47.198,7.662,NA,NA,NA,NA
"L7122",47.199,8.261,NA,NA,NA,NA
"L7123",47.19935,-95.67062,NA,NA,NA,NA
"L7124",47.20419,-93.39529,0.0152,0.7975,NA,NA
"L7125",47.20636,18.61386,NA,1.3,NA,NA
"L7126",47.20716,8.821936,NA,0.5,0.15,NA
"L7127",47.20719,-93.38012,0.013805,0.5155,NA,NA
"L7128",47.20722,-91.73101,NA,0.667,NA,NA
"L7130",47.21338,-93.68366,0.00853,0.452,0.018,NA
"L7131",47.21381,-93.3585,NA,0.934,0.028,NA
"L7132",47.21591,-95.20043,NA,NA,NA,NA
"L7133",47.22572,-95.58833,NA,NA,NA,NA
"L7134",47.22583,-94.74754,NA,NA,NA,NA
"L7135",47.226,-92.40061,NA,NA,NA,NA
"L7136",47.22624,-93.08117,0.0111,0.653,0.039,NA
"L7137",47.23251,-95.64466,0.0054,NA,0.0175,NA
"L7138",47.2331,-100.0595,0.02651,NA,NA,8.9
"L7139",47.23532,-93.7045,0.00984,0.54,NA,NA
"L7140",47.23838,-95.46201,NA,NA,NA,NA
"L7142",47.24309,-94.56776,NA,NA,NA,NA
"L7145",47.2497,-93.0775,0.01442,0.687,NA,NA
"L7146",47.307335,8.571,NA,0.6,0.03,NA
"L7147",47.25171,-93.28088,0.01169,0.399,0.026,NA
"L7148",47.25435,-93.53306,0.01261,0.785,NA,NA
"L7149",47.25566,-94.56,NA,NA,NA,NA
"L7150",47.25574,-93.14862,0.00776,0.279,0.019,NA
"L7151",47.25618,-95.64404,NA,NA,NA,NA
"L7152",47.25629,-95.44426,NA,NA,NA,NA
"L7153",47.2565,-91.67477,NA,0.628,0.0485,NA
"L7154",47.25758,-95.30447,NA,NA,NA,NA
"L7155",47.25993,-93.40488,NA,0.417,0.052,NA
"L7157",47.264,-94.16125,NA,NA,NA,NA
"L7158",47.26451,-94.65993,NA,NA,NA,NA
"L7159",47.2669,-121.094,0.00092,NA,NA,8.2
"L7160",47.26761,18.48562,NA,1.9,0.09,NA
"L7161",47.26906,-93.75538,NA,NA,NA,NA
"L7162",47.27,8.503,NA,NA,NA,NA
"L7164",47.27647,-95.29866,NA,NA,0.01,NA
"L7165",47.27853,-94.60097,NA,NA,NA,NA
"L7166",47.28629,-93.60054,0.00876,0.514,0.0115,NA
"L7167",47.292225,8.21125,NA,1.1,0.02,NA
"L7168",47.2883575,-88.2617375,NA,NA,0.011,NA
"L7169",47.2923,-93.28895,0.00917,0.557,NA,NA
"L7170",47.29243,-95.39084,NA,NA,NA,NA
"L7171",47.29306,13.87333,NA,0.5234,0.0032,NA
"L7172",47.29349,-95.17223,NA,NA,NA,NA
"L7173",47.29765,-91.64735,0.0072,0.4825,0.012,NA
"L7174",47.30189,-93.18405,0.009685,0.4215,0.019,NA
"L7175",47.30189,18.46486,NA,1.2,0.06,NA
"L7176",47.30353,-93.31861,NA,NA,0.027,NA
"L7177",47.30588,-112.431,0.07459,NA,NA,9.1
"L7178",47.30625,-93.35158,0.008125,0.3445,NA,NA
"L7179",47.31108,-121.2991,0.010385,NA,NA,6.7
"L7180",47.31112,-93.78207,0.01463,0.8455,NA,NA
"L7181",47.31145,-92.31917,NA,1.25,NA,NA
"L7182",47.31183,-93.53717,NA,NA,0.047,NA
"L7183",47.31453,-99.40572,0.07982,NA,NA,8.7
"L7184",47.31601,-93.65227,NA,NA,0.049,NA
"L7185",47.31734,-95.55225,NA,NA,NA,NA
"L7186",47.32068,-99.74629,0.02927,NA,NA,9.05
"L7187",47.32919,-92.33112,NA,NA,NA,NA
"L7188",47.32944,13.77861,NA,0.3365,0.0038,NA
"L7189",47.33534,-93.23941,0.00793,0.4465,NA,NA
"L7190",47.337,-95.16601,NA,NA,NA,NA
"L7191",47.3504433333333,8.675479,NA,1.4,0.02,NA
"L7192",47.34438,-100.0458,0.04147,NA,NA,8.8
"L7193",47.34576,-94.98984,NA,NA,NA,NA
"L7194",47.34584,-91.29815,0.00807,0.429,0.02,NA
"L7195",47.35079,8.782403,NA,0.7,0.02,NA
"L7197",47.35875,-93.94369,0.00996,0.574,0.033,NA
"L7198",47.36022,-93.64024,0.00727,0.5985,NA,NA
"L7199",47.36024,-93.4151,0.012125,0.59,NA,NA
"L7200",47.36168,-93.42884,0.00924,0.462,0.027,NA
"L7201",47.36518,-93.41446,0.00945,0.45,0.029,NA
"L7202",47.36598,-92.30778,NA,NA,NA,NA
"L7203",47.36906,-93.40043,0.021925,0.311,NA,NA
"L7204",47.36907,-93.71635,0.0126,0.6615,NA,NA
"L7205",47.372,-113.824,NA,NA,0.002,7.9
"L7206",47.37219,-94.95872,NA,NA,NA,NA
"L7207",47.3743,-93.61017,0.009575,0.6455,NA,NA
"L7208",47.3753033333333,-88.0032216666667,NA,NA,0.009,NA
"L7209",47.3756,-92.32294,NA,0.611,0.034,NA
"L7210",47.37585,-94.40893,NA,NA,NA,NA
"L7211",47.37681,-95.31661,NA,NA,NA,NA
"L7212",47.37958,-91.91088,NA,0.422,NA,NA
"L7213",47.37973,-93.66276,0.00385,0.3,0.006,NA
"L7214",47.38,-80.63,NA,NA,NA,NA
"L7215",47.38481,-93.26209,0.011245,0.456,NA,NA
"L7216",47.38747,-94.71791,NA,NA,0.018,NA
"L7217",47.38934,-94.92522,NA,NA,NA,NA
"L7218",47.39334,-94.66591,NA,NA,0.0275,NA
"L7219",47.39348,-93.47301,0.0078,0.455,NA,NA
"L7220",47.39432,-93.24206,0.01295,0.2045,NA,NA
"L7221",47.39499,-95.29264,NA,NA,NA,NA
"L7222",47.4029484,-94.5576064,0.00564,NA,0.018,NA
"L7223",47.39706,-93.69065,NA,NA,0.028,NA
"L7225",47.40594,-93.66244,0.008485,0.4655,0.05,NA
"L7226",47.40835,-94.74524,NA,NA,NA,NA
"L7227",47.40931,-122.7844,0.0033,NA,NA,7.4
"L7228",47.40975,-93.2646,0.01375,0.692,0.028,NA
"L7229",47.41203,-94.61271,NA,NA,NA,NA
"L7230",47.41396,-93.3817,0.015255,0.7125,NA,NA
"L7231",47.4145,-93.58928,0.011225,0.542,NA,NA
"L7232",47.41643,-93.69045,0.01098,0.5265,NA,NA
"L7233",47.41743,-94.02451,0.00822,0.512,0.052,NA
"L7234",47.41826,-92.82693,NA,NA,NA,NA
"L7235",47.41849,-94.5685,NA,NA,NA,NA
"L7236",47.41889,-94.68998,NA,NA,0.044,NA
"L7237",47.41949,-93.45057,0.008945,0.385,NA,NA
"L7238",47.42066,-92.76938,NA,NA,0.056,NA
"L7239",47.42194,-93.99386,0.01609,0.767,NA,NA
"L7240",47.42483,-94.95321,NA,NA,NA,NA
"L7241",47.42562,-94.49447,NA,NA,NA,NA
"L7243",47.42934,-94.90709,NA,NA,NA,NA
"L7244",47.43019,-93.3205,0.008885,0.434,NA,NA
"L7245",47.43278,-93.72301,0.01295,0.6485,NA,NA
"L7246",47.43344,-92.3616,NA,0.281,NA,NA
"L7247",47.43481,-93.45265,NA,0.45,NA,NA
"L7248",47.43692,-94.19094,NA,0.467,NA,NA
"L7249",47.43751,-93.5969,NA,NA,NA,NA
"L7250",47.43883,-94.99532,NA,NA,NA,NA
"L7251",47.44458,-92.24647,NA,NA,NA,NA
"L7252",47.44725,-95.07372,NA,NA,NA,NA
"L7253",47.44745,-93.62327,0.007215,0.5705,NA,NA
"L7254",47.4484,-92.3305,NA,0.346,NA,NA
"L7255",47.534545412844,-116.796666055046,0.00128,0.0965,0.006,7.6
"L7256",47.44915,-93.32757,0.015515,0.6255,0.039,NA
"L7257",47.44942,-95.73927,NA,NA,NA,NA
"L7258",47.44988,-95.65329,NA,NA,0.047,NA
"L7259",47.45034,-95.00615,NA,NA,NA,NA
"L7260",47.45305,-94.58754,NA,NA,NA,NA
"L7261",47.45568,-94.65313,NA,NA,0.04,NA
"L7262",47.458032,-88.099234,0.01203,NA,0.023,9
"L7263",47.45972,-94.8843,NA,NA,NA,NA
"L7264",47.46028,11.89556,NA,0.844,0.0085,NA
"L7265",47.46099,-91.86753,NA,0.839,NA,NA
"L7266",47.46129,-94.5598,NA,NA,NA,NA
"L7267",47.46149,-92.43469,0.00857,NA,NA,8.9
"L7268",47.46373,-93.2841,0.016295,0.245,NA,NA
"L7269",47.4653575,-95.76996,0.01691,NA,NA,9.2
"L7270",47.46749,-116.60575,0.00361,NA,0.082,8.3
"L7271",47.46759,-92.35838,NA,0.524,0.018,NA
"L7272",47.46794,-94.68484,NA,NA,NA,NA
"L7273",47.4693,-94.61946,NA,NA,NA,NA
"L7274",47.46963,-93.3766,NA,NA,NA,NA
"L7275",47.4698,-95.17904,NA,NA,NA,NA
"L7277",47.47316,-93.25027,0.011185,0.594,0.032,NA
"L7278",47.47452,-93.30735,0.01387,0.9475,NA,NA
"L7279",47.47905,-94.59626,NA,NA,NA,NA
"L7280",47.4804,-112.539,0.0031,NA,NA,8.445
"L7281",47.48225,-95.24676,NA,NA,NA,NA
"L7282",47.48585,-94.41839,NA,NA,NA,NA
"L7283",47.48745,-95.75516,NA,NA,NA,NA
"L7284",47.48799,-123.2647,0.00076,NA,NA,8
"L7285",47.490485,-116.68685,0.00226,NA,0.009,7.65
"L7286",47.4901,-93.07955,0.01465,0.787,NA,NA
"L7287",47.49041,-92.57499,NA,NA,NA,NA
"L7288",47.49101,-95.29877,NA,NA,0.032,NA
"L7289",47.49171,-94.7507,NA,NA,NA,NA
"L7290",47.49172,-95.26376,NA,NA,NA,NA
"L7291",47.49215,-93.26762,0.009885,0.532,NA,NA
"L7292",47.49233,-95.0058,NA,NA,NA,NA
"L7293",47.4931,-94.36704,NA,NA,NA,NA
"L7294",47.49339,-93.72571,NA,0.4685,NA,NA
"L7295",47.49644,-93.45765,0.00856,0.485,NA,NA
"L7296",47.49703,-94.94736,NA,NA,NA,NA
"L7297",47.49776,-94.51291,NA,NA,NA,NA
"L7298",47.50123,-93.35347,0.01046,0.5955,NA,NA
"L7299",47.5025,13.54944,NA,0.5605,0.001,NA
"L7300",47.50416,-94.07765,0.00954,0.6425,0.042,NA
"L7301",47.50428,-93.67217,0.007015,0.396,0.021,NA
"L7302",47.50469,-94.84928,NA,NA,0.032,NA
"L7303",47.5072,-94.53693,NA,NA,NA,NA
"L7304",47.5072,-94.6218,NA,NA,NA,NA
"L7305",47.50738,-95.7425,NA,NA,0.0305,NA
"L7306",47.50891,-95.63663,NA,NA,NA,NA
"L7307",47.50993,-95.76591,NA,NA,NA,NA
"L7308",47.51089,-93.23457,0.01736,0.983,NA,NA
"L7309",47.5121,-93.43061,0.00698,0.416,NA,NA
"L7310",47.51487,-94.77067,NA,NA,NA,NA
"L7312",47.51777,-94.46807,0.0114,NA,NA,NA
"L7313",47.51849,-95.47547,NA,NA,NA,NA
"L7314",47.51866,-95.45694,NA,NA,NA,NA
"L7315",47.51944,-93.5533,0.00556,0.3505,NA,NA
"L7317",47.518655,-116.5643,0.00169,NA,0.006,7.6
"L7318",47.52377,-94.14885,NA,NA,NA,NA
"L7319",47.52417,-94.54863,NA,NA,NA,NA
"L7320",47.52749,-93.63884,NA,0.188,0.01,NA
"L7321",47.52761,-93.33969,0.00997,0.5225,NA,NA
"L7322",47.52806,13.50778,NA,0.5782,0.0023,NA
"L7323",47.52819,-93.65394,0.00826,0.606,NA,NA
"L7324",47.52856,-95.44346,NA,NA,NA,NA
"L7325",47.52976,-95.40752,NA,NA,NA,NA
"L7326",47.53018,-93.41356,0.009445,0.499,NA,NA
"L7327",47.53187,-93.5199,0.00779,NA,0.012,NA
"L7328",47.53277,-94.78556,NA,NA,0.016,NA
"L7329",47.53284,-95.47499,NA,NA,NA,NA
"L7330",47.53333,12.21667,NA,0.7104,0.002,NA
"L7331",47.5343,-94.64708,NA,NA,NA,NA
"L7332",47.5366,-94.79977,NA,NA,NA,NA
"L7333",47.53672,-93.90485,NA,NA,0.052,NA
"L7334",47.53785,-92.28138,NA,0.11,NA,NA
"L7335",47.54258,-94.79027,NA,NA,NA,NA
"L7336",47.54404,-96.0715,NA,NA,NA,NA
"L7337",47.54576,-94.46285,NA,NA,0.023,NA
"L7338",47.54655,-94.73058,NA,NA,NA,NA
"L7339",47.54997,-93.40157,0.00593,0.777,0.039,NA
"L7340",47.55523,-93.50857,0.01159,0.224,0.007,NA
"L7341",47.55644,-93.82087,0.008405,0.499,NA,NA
"L7342",47.55717,-112.4475,0.00254,NA,NA,8.5
"L7343",47.5577,-94.68656,NA,NA,NA,NA
"L7344",47.55772,-93.30791,0.0101,0.446,0.032,NA
"L7346",47.55907,-96.10937,NA,NA,NA,NA
"L7347",47.56033,-94.53024,NA,NA,NA,NA
"L7348",47.56088,-96.09228,NA,NA,NA,NA
"L7349",47.56312,-93.53565,0.00893,0.4545,0.054,NA
"L7350",47.56385,-94.16069,0.0181,NA,NA,NA
"L7351",47.56601,-96.23537,NA,NA,NA,NA
"L7352",47.56789,-93.26153,0.02712,1.09,0.052,NA
"L7353",47.56811,-93.51946,0.009735,0.4855,NA,NA
"L7354",47.571815,-117.6867,0.01901,NA,0.45,9.2
"L7355",47.571,20.629,NA,NA,NA,NA
"L7356",47.57124,-93.578,0.00716,NA,NA,NA
"L7357",47.57177,-122.705,0.00298,NA,NA,7.8
"L7358",47.576945,13.66116,NA,0.5829,0.0043,NA
"L7359",47.57543,-93.42601,0.0125,0.615,NA,NA
"L7360",47.5755,-94.65826,NA,NA,NA,NA
"L7361",47.57601,-122.0837,0.00258,NA,NA,9.1
"L7362",47.57706,-94.46691,NA,NA,NA,NA
"L7363",47.5779,-93.07496,0.02181,1.295,NA,NA
"L7364",47.57792,-93.18754,0.007865,0.5475,NA,NA
"L7365",47.57796,-94.71994,NA,NA,NA,NA
"L7366",47.57881,-93.66664,0.012165,0.546,NA,NA
"L7367",47.57885,-96.23532,0.01683,NA,NA,8.4
"L7368",47.57971,-93.30222,0.01438,0.691,NA,NA
"L7369",47.58353,-93.57732,0.00669,NA,NA,NA
"L7370",47.58562,-93.81937,0.009,0.5135,0.055,NA
"L7371",47.58567,-95.42843,NA,NA,NA,NA
"L7372",47.58588,-93.47602,0.007865,0.277,NA,NA
"L7373",47.58604,-95.65244,NA,NA,0.068,NA
"L7374",47.58641,-94.58691,NA,NA,NA,NA
"L7375",47.5922736363636,-93.3929136363636,0.010725,0.558,NA,8.1
"L7376",47.58874,-95.07651,NA,NA,NA,NA
"L7377",47.58964,-94.86353,NA,NA,NA,NA
"L7378",47.59159,-92.94378,NA,NA,NA,NA
"L7379",47.59159,-93.6841,0.00783,0.4785,NA,NA
"L7380",47.59166,-93.55895,0.00758,0.394,NA,NA
"L7381",47.59179,-93.13988,0.01873,0.729,NA,NA
"L7382",47.59201,-96.23906,NA,NA,NA,NA
"L7384",47.59467,-94.60025,NA,NA,NA,NA
"L7385",47.59476,-95.78285,NA,NA,NA,NA
"L7386",47.59504,-94.81132,NA,NA,NA,NA
"L7387",47.59713,-93.11316,0.01285,0.635,0.031,NA
"L7388",47.59738,-92.91147,NA,NA,NA,NA
"L7389",47.59789,-93.56373,0.010685,NA,NA,NA
"L7390",47.59917,14.03194,NA,0.204,0.0044,NA
"L7391",47.59944,-93.69623,0.011775,0.6285,NA,NA
"L7392",47.59958,-96.07655,NA,NA,0.017,NA
