"SITE_ID","DOC_Median","NO3_Median","TP_Median"
"NRS18_VT_10005",1.01,0.1403,NA
"NRS18_VT_10006",0.75,0.05555,15.675
"NRS18_VT_10008",1.17,0.0455,7.629
"NRS18_VT_10009",2.59,0.3982,6.789
"NRS18_VT_10011",3.81,0.042,14.389
"NRS18_VT_10012",4.66,0.3251,9.393
"NRS18_VT_10013",0.9,0.0486,3.48
"NRS18_VT_10014",2.29,0.0411,3.738
"NRS18_VT_10015",1.4,0.195,8.356
"NRS18_VT_10016",1.05,0.104,10.288
"NRS18_VT_10017",1.1,0.2945,4.008
"NRS18_VT_10018",2.37,0.2149,11.155
"NRS18_VT_10023",1.775,0.1264,11.3325
"NRS18_VT_10034",2.74,0.4071,32.514
"NRS18_VT_10184",1.14,0.199,5.243
"NRS18_VT_10335",1,0.3241,6.189
"NRS18_VT_RF001",5.22,0.0113,6.438
"NRS18_VT_RF002",1.97,0.0444,3.118
"NRS18_WA_10001",0.3,0.0105,47.4395
"NRS18_WA_10002",2.005,0.008,14.859
"NRS18_WA_10005",2.02,0.0544,201.663
"NRS18_WA_10006",0.94,0.0841,28.091
"NRS18_WA_10007",0.39,0.0173,21.663
"NRS18_WA_10008",1.61,0.0468,13.976
"NRS18_WA_10010",0.67,0.0089,5.568
"NRS18_WA_10011",0.6,0.0168,6.963
"NRS18_WA_10012",1.99,0.7015,84.301
"NRS18_WA_10013",1.4,0.03035,23.002
"NRS18_WA_10014",0.89,0.00375,9.3335
"NRS18_WA_10016",0.46,0.0072,71.466
"NRS18_WA_10017",0.5,0.0244,7.445
"NRS18_WA_10018",0.25,0.0035,6.141
"NRS18_WA_10021",2.67,0.0824,134.163
"NRS18_WA_10022",0.59,0.0242,20.54
"NRS18_WA_10023",2.1,0.0091,35.211
"NRS18_WA_10024",1.48,0.0429,8.33
"NRS18_WA_10025",1.43,0.0021,40.43
"NRS18_WA_10026",1.67,0.1072,23.199
"NRS18_WA_10029",1.09,0.0423,42.961
"NRS18_WA_10032",1.32,0.007,14.716
"NRS18_WA_10034",0.57,0.016,20.966
"NRS18_WA_10035",0.92,0.0047,46.57
"NRS18_WA_10037",1.15,0.1376,17.055
"NRS18_WA_10038",0.5,0.0293,8.368
"NRS18_WA_10039",1.53,0.0486,7.838
"NRS18_WA_10040",1.54,0.0413,8.833
"NRS18_WA_10043",0.61,0.0021,15.051
"NRS18_WA_10044",0.93,0.0072,16.07
"NRS18_WA_10047",0.84,0.0791,11.163
"NRS18_WA_10049",1.37,0.0387,46.788
"NRS18_WA_10060",1.46,0.2618,90.716
"NRS18_WA_10065",0.67,0.0116,4.983
"NRS18_WA_10211",1.07,0.1018,22.426
"NRS18_WA_10212",2.06,0.1365,226.716
"NRS18_WA_10360",1.49,0.0838,31.716
"NRS18_WA_10519",1.68,0.0037,53.716
"NRS18_WA_10522",2.3,0.0302,83.731
"NRS18_WA_10811",4.16,0.0025,23.913
"NRS18_WI_10001",23.55,NA,136.5
"NRS18_WI_10002",7.6,1.585,121.9
"NRS18_WI_10003",0.986,7.49,106
"NRS18_WI_10004",NA,1.34,17.1
"NRS18_WI_10005",18.9,NA,55.3
"NRS18_WI_10006",4.88,NA,17.9
"NRS18_WI_10007",8.93,NA,282
"NRS18_WI_10008",1.72,3.12,62.2
"NRS18_WI_10009",7.73,1.02,101
"NRS18_WI_10010",8.81,0.518,83.8
"NRS18_WI_10011",8.31,0.906,154
"NRS18_WI_10013",5.25,0.095,29.029
"NRS18_WI_10014",2.01,7.06,266
"NRS18_WI_10015",5.52,0.564,34.042
"NRS18_WI_10016",8.89,NA,32.95
"NRS18_WI_10017",1.92,7.34,77.4
"NRS18_WI_10018",12.31,0.0077,60.32
"NRS18_WI_10019",2.07,9.77,296
"NRS18_WI_10020",8,4.99,90.9
"NRS18_WI_10021",4.97,1.88,74.7
"NRS18_WI_10022",5.3,1.69,169
"NRS18_WI_10023",6.69,NA,12.7
"NRS18_WI_10024",9.76,0.501,108
"NRS18_WI_10025",4.41,1.18,77.2
"NRS18_WI_10026",9.59,0.715,95.8
"NRS18_WI_10027",10.7,0.435,68.6
"NRS18_WI_10028",9.42,0.354,69.5
"NRS18_WI_10029",4.17,3.05,74.4
"NRS18_WI_10030",3.66,6.6,167
"NRS18_WI_10032",2.37,8.81,29.1
"NRS18_WI_10035",11.7,NA,115
"NRS18_WI_10036",4.14,4.66,659
"NRS18_WI_10038",1.84,2.57,34
"NRS18_WI_10039",12.1,0.608,152
"NRS18_WI_10040",9.04,3.31,198
"NRS18_WI_10041",5.11,0.635,212
"NRS18_WI_10042",1.84,5.69,65
"NRS18_WI_10043",9.54,NA,40.5
"NRS18_WI_10046",NA,1.2,15
"NRS18_WI_10047",1.69,2.65,86
"NRS18_WI_10048",13.2,NA,32.9
"NRS18_WI_10049",3.13,2.67,139
"NRS18_WI_10050",6.18,NA,23
"NRS18_WI_10051",1.34,1.24,53
"NRS18_WI_10053",3.06,1.39,140
"NRS18_WI_10054",2.4,5.96,167
"NRS18_WI_10055",12.4,0.446,109
"NRS18_WI_10056",10.3,0.589,93.2
"NRS18_WI_10057",6.61,NA,15
"NRS18_WI_10060",6.4,0.38,42.6
"NRS18_WI_10061",8.52,1.13,260
"NRS18_WI_10066",4.06,0.42,37.6
"NRS18_WI_10069",4.39,NA,87.7
"NRS18_WI_10071",9.83,NA,244
"NRS18_WI_10080",2.27,4.46,30.9
"NRS18_WI_10083",3.44,0.697,45.2
"NRS18_WI_10091",3.52,7.93,199
"NRS18_WI_10113",3.39,9.18,106
"NRS18_WI_10243",12.8,0.392,35.2
"NRS18_WI_10245",31.8,NA,49.8
"NRS18_WI_10248",1.98,9.38,152
"NRS18_WI_10263",5.84,NA,23.8
"NRS18_WI_10324",2.77,NA,10.7
"NRS18_WI_10401",10.2,4.69,84.5
"NRS18_WI_10541",22.4,NA,48.9
"NRS18_WI_10542",2.96,1.95,84.4
"NRS18_WI_10543",NA,4.13,15.3
"NRS18_WI_10548",13.2,0.407,119
"NRS18_WI_10569",3.37,2.59,22.5
"NRS18_WI_10691",9.71,0.515,116
"NRS18_WI_10692",2.94,4.93,152
"NRS18_WI_10693",15.7,0.655,182
"NRS18_WI_10694",8.16,0.392,266
"NRS18_WI_10695",5.43,3.7,206
"NRS18_WI_10841",12.6,0.437,159
"NRS18_WI_10843",5.08,1.52,124
"NRS18_WI_10844",10.7,NA,42.9
"NRS18_WI_10846",14.1,0.624,138
"NRS18_WI_10850",14.1,NA,49.5
"NRS18_WI_10853",8.77,NA,19.5
"NRS18_WI_10861",4.56,NA,11.7
"NRS18_WI_10991",9.64,NA,80.6
"NRS18_WI_10992",12.5,NA,287
"NRS18_WI_11141",8.15,0.439,81.5
"NRS18_WI_11142",10.2,NA,57.4
"NRS18_WI_RF001",4.04,0.0506,63.45
"NRS18_WI_RF002",10.97,0.0317,27.964
"NRS18_WI_RF003",4.34,0.0059,32.308
"NRS18_WV_10001",1.33,0.0707,11.3325
"NRS18_WV_10002",2.695,0.7804,49.8125
"NRS18_WV_10003",2.98,0.0253,24.301
"NRS18_WV_10004",2.62,0.2444,64.87
"NRS18_WV_10005",1.26,0.1271,15.023
"NRS18_WV_10006",1.66,0.2955,61.361
"NRS18_WV_10008",1.83,1.05805,40.1955
"NRS18_WV_10009",1.32,0.1488,9.29
"NRS18_WV_10010",1.225,0.30435,7.928
"NRS18_WV_10011",1.84,0.6235,32.604
"NRS18_WV_10012",2.37,0.1431,12.176
"NRS18_WV_10013",4.4,0.1923,33.993
"NRS18_WV_10015",0.63,0.4631,10.751
"NRS18_WV_10016",1.69,0.646,54.926
"NRS18_WV_10018",1.83,0.0351,18.68
"NRS18_WV_10019",1.89,0.0222,30.909
"NRS18_WV_10020",1.56,0.6084,31.73
"NRS18_WV_10031",1.73,0.2713,13.639
"NRS18_WV_10180",1.41,0.167,3.79
"NRS18_WV_10181",1.1,0.3728,4.99
"NRS18_WV_RF001",1.62,0.2179,10.734
"NRS18_WV_RF002",2.33,0.0348,10.074
"NRS18_WV_RF003",2.82,0.0907,8.993
"NRS18_WV_RF004",1.33,0.1848,8.689
"NRS18_WY_10003",0.55,0.2021,57.714
"NRS18_WY_10004",6.11,0.002,92.308
"NRS18_WY_10005",0.97,0.0275,14.694
"NRS18_WY_10010",74.255,0.0035,164.174
"NRS18_WY_10011",7.33,0.0136,190.84
"NRS18_WY_10014",4.45,0.1694,19.391
"NRS18_WY_10015",4.45,0.0035,126.26
"NRS18_WY_10016",5.09,NA,29.831
"NRS18_WY_10021",0.49,0.0443,5.199
"NRS18_WY_10022",4.75,0.004,40.019
"NRS18_WY_10025",0.775,0.02605,66.3185
"NRS18_WY_10026",1.73,0.0013,6.836
"NRS18_WY_10027",10.63,0.0059,129.59
"NRS18_WY_10029",11.95,2e-04,153.41
"NRS18_WY_10034",3.425,0.03675,50.0275
"NRS18_WY_10035",4.95,NA,46.296
"NRS18_WY_10039",11.97,8e-04,30.958
"NRS18_WY_10052",7.53,0.0012,28.336
"NRS18_WY_10060",1.44,0.002,9.236
"NRS18_WY_10065",4.77,0.0399,41.729
"NRS18_WY_10068",3.34,5e-04,13.515
"NRS18_WY_10069",4.55,0.00335,51.476
"NRS18_WY_10071",2.4,2e-04,35.795
"NRS18_WY_10073",3.51,0.3878,5.319
"NRS18_WY_10076",3.45,9e-04,13.826
"NRS18_WY_10078",2.96,0.0605,33.961
"NRS18_WY_10084",5.82,0.0011,290.539
"NRS18_WY_10085",2.24,0.0017,14.301
"NRS18_WY_10089",2.47,0.0012,25.556
"NRS18_WY_10090",2.69,1.0161,132.313
"NRS18_WY_10251",7.14,8e-04,377.276
"NRS18_WY_10394",2.12,0.0235,11.673
"NRS18_WY_10396",0.79,0.0362,93.353
"NRS18_WY_10400",5.44,0.0037,15.216
"NRS18_WY_10406",0.87,0.3393,13.726
"NRS18_WY_10546",11.57,0.1889,1776.925
"NRS18_WY_10549",9.71,0,67.74
"NRS18_WY_10696",4.12,7e-04,49.221
"NRS18_WY_10697",4.2,0.0013,21.65
"NRS18_WY_10701",14.18,0.0016,573.3
"NRS18_WY_10845",2.18,1.1061,40.156
"NRS18_WY_10995",0.98,0.004,62.141
"NRS18_WY_10996",0.84,0.027,7.853
"NRS18_WY_11145",1.83,0.0345,39.603
"NRS18_WY_11151",2.34,0.0137,192.086
"NRS18_WY_11299",6.29,0.0043,18.398
"NRS18_WY_11301",5.16,0.0974,252.389
"NRS18_WY_11305",11.91,0,124.07
"NRS18_WY_11306",13.44,0.0472,182.219
"NRS18_WY_11308",8.71,0.0026,124.336
"NRS18_WY_11315",8.45,0,122.114
"NRS18_WY_11316",12.17,0,67.03
"NRS18_WY_11452",5.32,0,37.145
"NRS18_WY_11453",4.79,0.0393,22.014
"NRS18_WY_11594",1.2,0.0662,37.449
"NRS18_WY_11746",9.15,0.0041,207.086
"NRS18_WY_11747",2.57,0.0013,26.23
"NRS18_WY_11790",2.11,0.0338,82.635
"NRS18_WY_11896",5.06,0.0084,30.871
"NRS18_WY_11903",5.24,0.0239,77.215
"NRS18_WY_11906",8.46,0,63.78
"NRS18_WY_11908",5.07,0.0052,35.931
"NRS18_WY_11912",4.95,0.0013,33.959
"NRS18_WY_12046",4.78,NA,40.381
"NRS18_WY_12048",4.53,0.0035,37.009
"NRS18_WY_12197",2.87,0.0022,12.384
"NRS18_WY_12345",3.49,0.0718,67.689
"NRS18_WY_12347",1.96,7e-04,14.976
