"SITE_ID","Lat","Lon","DOC_Median","TN_Median","TP_Median","TNtoTP_Median"
"WAR9-0909",47.69212,-121.9663,1.02,126,22,5.727272727
"WAR9-0910",48.25251,-120.1167,1.19,281,128,2.1953125
"WARF-0001",47.62908,-122.7915,1.45,225,38,5.921052632
"WARF-0002",47.68139,-123.0204,0.36,54,14,3.857142857
"WARF-0101",45.92848,-121.1279,0.41,48,130,0.369230769
"WARF-0102",46.96702,-121.092,0.76,29,43,0.674418605
"WARF-0103",46.89946,-122.03,0.42,79,341,0.231671554
"WARF-0104",47.15195,-121.7035,0.38,38,559,0.067978533
"WARF-0105",46.99413,-121.9245,0.26,30,566,0.053003534
"WARF-0106",48.28994,-121.5559,0.53,49,62,0.790322581
"WARF-0107",48.63428,-120.4822,0.69,21,1,21
"WARF-0108",47.6281,-124.0173,0.92,15,7,2.142857143
"WARF-0109",47.53304,-123.679,0.58,0,0,NA
"WARF-0110",47.8501,-123.951,0.33,0,5,0
"WARM-1001",47.18231,-120.9081,0.91,48,14,3.428571429
"WARM-1002",48.13943,-119.0654,1.63,139,16,8.6875
"WARM-1003",46.03379,-117.1125,1.14,100,51,1.960784314
"WARM-1004",46.69022,-117.4968,1.87,260,54,4.814814815
"WARM-1005",48.05018,-119.6806,1.7,166,18,9.222222222
"WARM-1008",46.58347,-118.4194,1.78,221,54,4.092592593
"WARO-1038",46.31057,-120.3532,3.51,635,203,3.128078818
"WARO-1039",48.51599,-121.9798,0.59,51,75,0.68
"WARO-1040",48.0872,-118.6916,2.26,149,77,1.935064935
"WARO-1041",47.25138,-122.2432,1.29,264,99,2.666666667
"WARO-1043",48.47893,-122.258,0.53,66,103,0.640776699
"WARO-1044",47.06691,-117.9593,1.23,2013,152,13.24342105
"WAS9-0915",46.13171,-121.5873,0.305,28,133.5,0.202918083
"WAS9-0916",47.05149,-122.7213,2.035,336.5,517.5,0.6437037035
"WAS9-0917",46.52706,-120.7843,1.78,213,157,1.356687898
"WAS9-0918",46.53776,-122.0414,0.48,101,61,1.655737705
"WAS9-0919",46.83757,-123.3863,1.76,251,121,2.074380165
"WAS9-0920",46.22895,-123.393,1.22,299,64,4.671875
"WAS9-0921",48.68136,-121.72,0.32,35,77,0.454545455
"WAS9-0923",46.79931,-121.0911,0.53,21,34,0.617647059
"WAS9-0924",48.385,-120.2964,1.25,111,79,1.405063291
"WAS9-0925",47.06727,-123.8236,0.63,163,73,2.232876712
"WAS9-0927",46.53201,-123.827,3.98,578,47,12.29787234
"WASS-1133",48.88244,-119.0718,2.19,143,53,2.698113208
"WASS-1134",46.52077,-121.2404,0.58,54,44,1.227272727
"WASS-1136",47.99068,-123.5023,0.41,71,16,4.4375
"WASS-1139",46.45441,-120.4151,1.48,155,62,2.5
"WASS-1140",46.30527,-123.781,1.13,300,70,4.285714286
"WASS-1145",47.09155,-120.5538,4.92,429,197,2.177664975
"WASS-1146",48.75285,-117.5499,1.74,124,52,2.384615385
"WILS-1086",46.48088,-90.55855,8.22,828,24.5,33.79591837
"WILS-1087",43.92827,-89.90295,6.9,12300,31.5,390.4761905
"WILS-1088",42.72299,-88.31107,4.3,2440,44.7,54.58612975
"WILS-1089",45.44761,-91.87864,2.5,1600,60.9,26.272578
"WILS-1090",44.94887,-91.12384,7.4,1010,25.4,39.76377953
"WILS-1092",45.01127,-89.30812,6.4,2140,38.1,56.167979
"WILS-1093",45.84817,-92.05125,2.9,663,42.6,15.56338028
"WIR9-0901",44.68674,-92.69129,9.545,1695,124.5,13.63689396
"WIR9-0902",44.0067,-90.05381,14.45,1163,147.5,7.941653242
"WIR9-0903",42.53137,-90.64118,9.9,1330,185,7.189189189
"WIR9-0904",43.21793,-89.82451,11.6,1190,50.5,23.56435644
"WIR9-0906",43.82745,-91.27193,9.83,1320,164,8.048780488
"WIR9-0907",44.97808,-89.63045,12.6,730,45,16.22222222
"WIR9-0909",46.41642,-90.74116,15.9,739,45,16.42222222
"WIR9-0911",42.65018,-90.03286,4.07,5460,285,19.15789474
"WIR9-0912",42.89687,-88.89542,11.3,2100,398,5.27638191
"WIR9-0914",43.56469,-89.65428,11,1640,115,14.26086957
"WIR9-0915",44.88346,-87.8572,6.21,505,32.8,15.39634146
"WIR9-0916",43.66727,-91.25875,11.8,1440,209,6.889952153
"WIR9-0917",45.36289,-89.72917,17.5,827,59.3,13.9460371
"WIR9-0918",44.74756,-91.91964,5.76,2420,108,22.40740741
"WIR9-0919",42.65911,-90.80701,12,1420,129,11.00775194
"WIRF-0001",45.92504,-92.63887,11.58,636,76,8.368421053
"WIRF-0002",45.48286,-91.25274,16.74,878,69,12.72463768
"WIRF-0003",45.73897,-89.52685,11.81,593,48,12.35416667
"WIRF-0004",43.3867,-89.7986,2.49,371,60,6.183333333
"WIRF-0006",44.19707,-90.73067,15.28,371,31,11.96774194
"WIRF-0007",45.48002,-88.53712,3.57,303,35,8.657142857
"WIRF-0008",45.88327,-90.68103,16.64,853,60,14.21666667
"WIRF-0009",46.03254,-89.99097,10.12,500,37,13.51351351
"WIRF-0010",45.91435,-89.75703,11.91,608,90,6.755555556
"WIRF-0011",44.01212,-89.78824,36.46,1745,88,19.82954545
"WIRF-0012",42.88488,-88.53879,17.29,1564,52,30.07692308
"WIRF-0013",44.329,-87.63524,5.82,4500,67,67.1641791
"WIRF-0014",46.0922,-89.2615,4.94,383,45,8.511111111
"WIRF-0015",46.34372,-90.51739,11.41,429,29,14.79310345
"WIRM-1001",45.58439,-89.46554,11.8,725,46.1,15.72668113
"WIRM-1002",44.4222,-92.08192,11.3,1570,105,14.95238095
"WIRM-1003",44.3134,-89.89086,14.5,1140,71.5,15.94405594
"WIRM-1004",43.56689,-89.69697,11.4,1670,121,13.80165289
"WIRM-1005",44.94458,-89.62435,13.6,764,50.3,15.1888668
"WIRM-1006",42.59972,-89.04609,9.49,2680,303,8.844884488
"WIRO-1040",45.84305,-88.14312,5.65,238,10.3,23.10679612
"WIRO-1043",44.0246,-88.79457,11.5,1940,89.2,21.74887892
"WIRO-1046",45.26686,-91.70865,5.79,1880,77.9,24.13350449
"WIRO-1048",42.68352,-89.85334,2.66,3460,213,16.24413146
"WIRO-1051",45.05807,-87.74792,11.5,664,21.9,30.3196347
"WIRO-1054",44.15671,-91.78694,10.1,1350,157,8.598726115
"WIRO-1055",44.14667,-90.94837,14.2,1340,162,8.271604938
"WIRO-1058",46.08312,-92.11569,12.1,688,35.8,19.21787709
"WIS9-0923",43.14323,-91.02181,1.8,6920,74.3,93.1359354
"WIS9-0924",44.219,-90.21632,9.4,1140,200,5.703533295
"WIS9-0925",43.53297,-90.62979,0.89,1410,21.9,64.38356164
"WIS9-0926",44.25218,-90.76171,10,614,28.8,21.31944444
"WIS9-0927",44.94776,-91.55695,1.7,3695,195,18.97363217
"WIS9-0928",45.49626,-87.98249,7.7,402,14.2,28.30985915
"WIS9-0929",44.91029,-90.49366,11,963,274,3.51459854
"WIS9-0930",42.97611,-90.99135,1.4,2880,53.1,54.23728814
"WIS9-0931",43.45535,-89.2491,12,9880,770,12.83116883
"WIS9-0932",45.26919,-92.49502,3.6,874,47.6,18.36134454
"WIS9-0933",43.967,-91.24195,1.4,2900,166,17.46987952
"WIS9-0934",44.8774,-90.84792,8.5,811,163,4.975460123
"WIS9-0935",45.68021,-92.07058,2.2,386,70.9,5.444287729
"WIS9-0936",46.78863,-91.26534,0.94,73.5,25.4,2.893700787
"WISS-1162",42.85481,-90.52929,1.6,5020,69.3,72.43867244
"WISS-1163",46.51068,-90.7087,19.2,1010,62.9,16.0572337
"WISS-1164",44.81844,-91.87926,2.6,10300,219,47.03196347
"WISS-1165",45.28534,-88.72088,23,2250,374,6.016042781
"WISS-1166",42.95101,-90.349,20,13600,632,21.51898734
"WISS-1168",44.43671,-89.22238,1.7,4580,41.7,109.8321343
"WVLS-1019",39.12646,-78.55908,1.59,491,31,15.83870968
"WVLS-1020",38.26276,-81.22258,1.31,316,16,19.75
"WVR9-0901",37.54136,-82.03361,1.45,318,21,15.14285714
"WVR9-0903",39.91877,-80.79683,2.83,1084,35.5,31.22983871
"WVR9-0904",38.58809,-80.89452,1.545,435.5,13.55,34.551383395
"WVR9-0905",38.35711,-82.22415,1.5,663,24,27.625
"WVRF-0001",39.4955,-78.30457,1.61,223,13,17.15384615
"WVRF-0004",39.32045,-79.68259,2.66,343,12,28.58333333
"WVRF-0005",38.10789,-80.20821,1.63,235,13,18.07692308
"WVRF-0006",38.6297,-80.86689,1.47,349,19,18.36842105
"WVRM-1001",39.2489,-77.8141,1.68,1400,15,93.33333333
"WVRO-1007",37.78563,-80.9076,1.83,424,45.6,9.298245614
"WVRO-1008",38.91071,-81.07566,3.06,380,34,11.17647059
"WVS9-0923",38.20966,-80.04873,1.075,155.5,11.95,13.473665225
"WVS9-0924",39.472,-78.36353,1.64,312.5,22,16.9712643695
"WVS9-0925",38.80394,-80.89189,2.17,338,48,7.041666667
"WVS9-0926",38.46936,-82.27878,2.63,390,42,9.285714286
"WVSS-1041",38.14842,-82.21046,1.93,260,28,9.285714286
"WVSS-1042",38.65011,-80.76148,1.31,206,13,15.84615385
"WVSS-1043",39.65962,-80.59558,1.74,426,46,9.260869565
"WVSS-1044",38.35937,-79.8733,0.74,330,15,22
"WVSS-1045",38.22115,-81.88153,2.08,301,32,9.40625
"WVSS-1046",38.34361,-80.68207,5.33,424,14,30.28571429
"WVSS-1047",39.56015,-79.75748,1.02,370,44,8.409090909
"WYLS-1085",44.54551,-104.0954,3.64,833,120,6.941666667
"WYLS-1087",43.1383,-110.3885,0.8,49,17,2.882352941
"WYLS-1088",41.60117,-106.4195,3.81,211,30,7.033333333
"WYLS-1091",42.93435,-110.7209,0.49,91,25,3.64
"WYLS-1094",43.55855,-110.2491,1.91,81,12,6.75
"WYLS-1097",44.08912,-106.6737,6.3,504,184.7,2.728749323
"WYLS-1102",44.34619,-106.7024,3.01,159,21.7,7.32718894
"WYLS-1104",41.77811,-106.207,5.63,313,26,12.03846154
"WYLS-1106",44.56465,-108.9934,2.76,354,136,2.602941176
"WYLS-1108",41.18708,-105.7905,4.49,233,48,4.854166667
"WYR9-0901",42.85202,-106.1859,4.98,547,71.5,7.6398669795
"WYR9-0902",41.59625,-109.1488,31.86,2808,37,75.89189189
"WYR9-0903",44.47897,-109.383,1.17,105.5,209,0.6517857145
"WYR9-0904",43.41402,-106.286,10.1,1241,296,4.192567568
"WYR9-0905",44.62542,-105.3017,9.81,605,43,14.06976744
"WYR9-0907",43.34957,-104.2957,8.11,1628,425.1,3.829687132
"WYR9-0908",44.69584,-106.3383,4.32,319,48.6,6.563786008
"WYR9-0909",43.96561,-106.1714,3.55,404,217,1.861751152
"WYR9-0910",42.82884,-106.3668,4.91,348,25,13.92
"WYR9-0911",41.96621,-110.0007,4.38,334,34,9.823529412
"WYR9-0913",42.11494,-104.9852,6.11,854,125,6.832
"WYR9-0914",44.50771,-108.4334,4.36,693,165,4.2
"WYR9-0915",43.5307,-104.101,3.99,410,22,18.63636364
"WYRF-0001",41.26388,-105.3197,4.34,359,79,4.544303797
"WYRF-0002",42.95994,-104.1753,5.28,445,121,3.67768595
"WYRF-0004",41.6524,-106.3136,4,238,45,5.288888889
"WYRF-0006",41.44492,-107.4568,3.5,343,84,4.083333333
"WYRF-0007",41.61615,-104.6169,3.17,419,83,5.048192771
"WYRF-0101",43.69096,-106.4771,3.9,431,151,2.854304636
"WYRF-0102",44.89624,-110.2571,1.3,98,80,1.225
"WYRM-1003",41.66794,-109.6477,4.11,276,26,10.61538462
"WYRM-1004",42.24723,-104.6466,5.15,700,192.4,3.638253638
"WYRM-1006",42.82674,-106.4147,4.82,351,29,12.10344828
"WYRM-1008",42.64929,-105.2998,4.88,405,33,12.27272727
"WYRM-1010",43.68901,-108.1791,3.22,345,52,6.634615385
"WYRO-1032",44.80369,-105.3685,8.46,1315,315.3,4.170631145
"WYRO-1034",41.02374,-107.504,3.7,181,44,4.113636364
"WYRO-1036",44.07423,-105.2546,13.92,1086,109,9.963302752
"WYRO-1037",44.31316,-108.7222,2.02,178,71,2.507042254
"WYRO-1038",42.50246,-108.2566,3.14,348,79,4.405063291
"WYRO-1039",44.73966,-108.6072,2.55,1531,304,5.036184211
"WYRO-1042",42.09641,-109.4537,5.88,436,87,5.011494253
"WYRO-1043",44.57821,-106.4505,4.01,230,41,5.609756098
"WYRO-1044",42.58406,-109.9203,2.27,214,31,6.903225806
"WYS9-0924",41.38215,-107.2276,0.56,300,121,2.479338843
"WYS9-0926",44.15839,-106.912,10.5,365,92,3.967391304
"WYS9-0927",42.81299,-110.689,0.61,66,24,2.75
"WYS9-0928",41.0327,-105.6756,3.93,379,97,3.907216495
"WYS9-0929",42.87581,-110.0332,1.24,123,19,6.473684211
"WYS9-0930",43.94402,-105.4367,11.51,1051,132.3,7.944066515
"WYS9-0931",42.13291,-106.0715,3.75,434,72,6.027777778
"WYS9-0932",42.54689,-109.1164,6.29,413,111,3.720720721
"WYS9-0933",43.94113,-108.049,3.59,308,76,4.052631579
"WYS9-0934",43.49248,-106.6606,4.83,389,37,10.51351351
"WYS9-0935",44.74978,-104.9555,12.24,1335,256,5.21484375
"WYS9-0936",42.76846,-105.9736,3.47,234,41,5.707317073
"WYS9-0937",44.03177,-106.6561,9.615,961.5,100.25,11.4755472575
"WYS9-0938",43.65474,-109.9079,4.925,157.5,68.95,2.282998822
"WYSS-1197",44.35518,-110.514,3.75,369,111,3.324324324
"WYSS-1201",42.97962,-111.0067,0.79,944,32,29.5
"WYSS-1204",42.77052,-109.257,1.09,120,14,8.571428571
"WYSS-1206",41.23328,-105.2929,7.63,1091,220,4.959090909
"WYSS-1209",42.13951,-105.6487,4.77,280,70,4
"WYSS-1210",41.97347,-110.7556,3.8,284,84,3.380952381
"WYSS-1212",44.83164,-107.9501,0.81,253,13,19.46153846
"WYSS-1213",44.79068,-109.7995,0.99,13,43,0.302325581
