"SITECODE","LCODE","SDATE","SHOUR","SMINS","LAB_NID","PHDATE","PHHOUR","PHMINS","FILTDATE","COMPDATE"
"T05","03",03-APR-02,,,"",04-APR-02,10,0,04-APR-02,
"T05","02",03-APR-02,,,"",04-APR-02,10,0,04-APR-02,
"T06","01",03-APR-02,10,15,"",03-APR-02,14,15,03-APR-02,17-APR-02
"T07","02",03-APR-02,11,20,"",17-MAY-02,17,29,17-MAY-02,23-JUL-02
"T07","01",03-APR-02,10,25,"",17-MAY-02,17,26,17-MAY-02,23-JUL-02
"T08","01",03-APR-02,9,50,"",04-APR-02,13,0,04-APR-02,02-AUG-02
"T08","03",03-APR-02,12,50,"",04-APR-02,13,0,04-APR-02,02-AUG-02
"T08","02",03-APR-02,10,0,"",04-APR-02,13,0,04-APR-02,02-AUG-02
"T08","04",03-APR-02,11,0,"",04-APR-02,13,0,04-APR-02,02-AUG-02
"T12","01",03-APR-02,14,0,"",,,,,
"T11","01",03-APR-02,9,43,"",04-APR-02,11,22,04-APR-02,24-MAY-02
"T12","01",27-MAR-02,16,0,"",,,,,
"T04","04",27-MAR-02,11,35,"",27-MAR-02,17,0,27-MAR-02,
"T08","04",27-MAR-02,11,35,"",27-MAR-02,15,30,27-MAR-02,16-JUL-02
"T08","02",27-MAR-02,10,20,"",27-MAR-02,15,30,27-MAR-02,16-JUL-02
"T02","01",27-MAR-02,11,15,"",28-MAR-02,9,6,28-MAR-02,18-JUL-02
"T08","03",27-MAR-02,13,30,"",27-MAR-02,15,30,27-MAR-02,16-JUL-02
"T04","01",27-MAR-02,11,30,"",27-MAR-02,17,0,27-MAR-02,
"T08","01",27-MAR-02,10,5,"",27-MAR-02,15,30,27-MAR-02,16-JUL-02
"T04","02",27-MAR-02,12,30,"",27-MAR-02,17,0,27-MAR-02,
"T07","01",27-MAR-02,9,5,"",17-MAY-02,16,57,17-MAY-02,23-JUL-02
"T04","03",27-MAR-02,12,25,"",27-MAR-02,17,0,27-MAR-02,
"T07","02",27-MAR-02,8,56,"",17-MAY-02,17,1,17-MAY-02,23-JUL-02
"T04","05",27-MAR-02,13,0,"",27-MAR-02,17,0,27-MAR-02,
"T06","01",27-MAR-02,10,45,"",27-MAR-02,13,0,27-MAR-02,17-APR-02
"T11","01",27-MAR-02,11,41,"",28-MAR-02,12,0,28-MAR-02,03-APR-02
"T12","01",21-MAR-02,11,0,"",,,,,
"T05","03",20-MAR-02,,,"",21-MAR-02,9,0,21-MAR-02,
"T05","01",20-MAR-02,,,"",21-MAR-02,9,0,21-MAR-02,
"T06","01",20-MAR-02,11,0,"",20-MAR-02,14,30,21-MAR-02,17-APR-02
"T04","04",20-MAR-02,11,30,"",21-MAR-02,9,30,22-MAR-02,
"T07","02",20-MAR-02,9,12,"",17-MAY-02,16,52,17-MAY-02,23-JUL-02
"T04","05",20-MAR-02,14,0,"",21-MAR-02,9,30,22-MAR-02,
"T07","01",20-MAR-02,9,22,"",17-MAY-02,16,49,17-MAY-02,23-JUL-02
"T04","03",20-MAR-02,14,15,"",21-MAR-02,9,30,22-MAR-02,
"T08","01",20-MAR-02,10,10,"",20-MAR-02,15,30,21-MAR-02,16-JUL-02
"T04","02",20-MAR-02,14,20,"",21-MAR-02,9,30,22-MAR-02,
"T08","03",20-MAR-02,14,0,"",20-MAR-02,15,30,21-MAR-02,16-JUL-02
"T04","01",20-MAR-02,11,20,"",21-MAR-02,9,30,22-MAR-02,
"T08","02",20-MAR-02,10,25,"",20-MAR-02,15,30,21-MAR-02,16-JUL-02
"T02","01",20-MAR-02,10,45,"",28-MAR-02,9,0,28-MAR-02,18-JUL-02
"T08","04",20-MAR-02,11,20,"",20-MAR-02,15,30,21-MAR-02,16-JUL-02
"T05","02",20-MAR-02,,,"",21-MAR-02,9,0,21-MAR-02,
"T11","01",20-MAR-02,10,27,"",21-MAR-02,11,47,21-MAR-02,03-APR-02
"T02","01",14-MAR-02,11,35,"",08-APR-02,12,57,08-APR-02,18-JUL-02
"T04","02",13-MAR-02,12,15,"",14-MAR-02,9,30,14-MAR-02,
"T04","01",13-MAR-02,11,45,"",14-MAR-02,9,30,14-MAR-02,
"T04","03",13-MAR-02,12,10,"",14-MAR-02,9,30,14-MAR-02,
"T04","05",13-MAR-02,12,55,"",14-MAR-02,9,30,14-MAR-02,
"T04","04",13-MAR-02,11,55,"",14-MAR-02,9,30,14-MAR-02,
"T06","01",13-MAR-02,10,30,"",13-MAR-02,14,0,13-MAR-02,22-MAR-02
"T07","02",13-MAR-02,12,15,"",08-APR-02,15,51,08-APR-02,18-JUL-02
"T07","01",13-MAR-02,11,45,"",08-APR-02,15,49,08-APR-02,18-JUL-02
"T08","01",13-MAR-02,10,20,"",14-MAR-02,14,25,14-MAR-02,16-JUL-02
"T08","03",13-MAR-02,13,50,"",14-MAR-02,14,25,14-MAR-02,16-JUL-02
"T08","02",13-MAR-02,10,40,"",14-MAR-02,14,25,14-MAR-02,16-JUL-02
"T08","04",13-MAR-02,12,15,"",14-MAR-02,14,25,14-MAR-02,16-JUL-02
"T11","01",13-MAR-02,10,52,"",14-MAR-02,10,51,14-MAR-02,03-APR-02
"T12","01",12-MAR-02,12,0,"",,,,,
"T11","01",06-MAR-02,10,11,"",07-MAR-02,11,30,07-MAR-02,03-APR-02
"T04","01",06-MAR-02,12,5,"",07-MAR-02,10,0,07-MAR-02,
"T04","03",06-MAR-02,13,0,"",07-MAR-02,10,0,07-MAR-02,
"T04","05",06-MAR-02,13,25,"",07-MAR-02,10,0,07-MAR-02,
"T04","04",06-MAR-02,12,0,"",07-MAR-02,10,0,07-MAR-02,
"T05","01",06-MAR-02,,,"",06-MAR-02,10,0,06-MAR-02,
"T05","03",06-MAR-02,,,"",06-MAR-02,10,0,06-MAR-02,
"T05","02",06-MAR-02,,,"",06-MAR-02,10,0,06-MAR-02,
"T06","01",06-MAR-02,11,10,"",06-MAR-02,12,30,06-MAR-02,22-MAR-02
"T07","02",06-MAR-02,9,25,"",08-APR-02,15,45,08-APR-02,18-JUL-02
"T07","01",06-MAR-02,9,36,"",08-APR-02,15,43,08-APR-02,18-JUL-02
"T08","01",06-MAR-02,10,20,"",07-MAR-02,13,30,07-MAR-02,16-JUL-02
"T08","03",06-MAR-02,13,40,"",07-MAR-02,13,30,07-MAR-02,16-JUL-02
"T08","02",06-MAR-02,10,30,"",07-MAR-02,13,30,07-MAR-02,16-JUL-02
"T08","04",06-MAR-02,11,55,"",07-MAR-02,13,30,07-MAR-02,16-JUL-02
"T12","01",06-MAR-02,12,0,"",,,,,
"T02","01",06-MAR-02,10,50,"",08-APR-02,12,51,08-APR-02,18-JUL-02
"T04","02",06-MAR-02,13,10,"",07-MAR-02,10,0,07-MAR-02,
"T02","01",28-FEB-02,10,45,"",08-APR-02,12,13,08-APR-02,18-JUL-02
"T04","02",27-FEB-02,12,10,"",28-FEB-02,16,0,01-MAR-02,
"T04","01",27-FEB-02,13,15,"",28-FEB-02,16,0,01-MAR-02,
"T04","03",27-FEB-02,12,15,"",28-FEB-02,16,0,01-MAR-02,
"T04","05",27-FEB-02,11,55,"",28-FEB-02,16,0,01-MAR-02,
"T04","04",27-FEB-02,13,0,"",28-FEB-02,16,0,01-MAR-02,
"T12","01",27-FEB-02,13,0,"",,,,,
"T07","02",27-FEB-02,9,7,"",08-APR-02,15,21,08-APR-02,18-JUL-02
"T07","01",27-FEB-02,9,20,"",08-APR-02,15,19,08-APR-02,18-JUL-02
"T08","01",27-FEB-02,10,10,"",28-FEB-02,13,10,28-FEB-02,15-JUL-02
"T08","03",27-FEB-02,14,15,"",28-FEB-02,13,10,28-FEB-02,15-JUL-02
"T08","02",27-FEB-02,10,30,"",28-FEB-02,13,10,28-FEB-02,15-JUL-02
"T08","04",27-FEB-02,11,10,"",28-FEB-02,13,10,28-FEB-02,15-JUL-02
"T11","01",27-FEB-02,10,16,"",28-FEB-02,9,30,28-FEB-02,03-APR-02
"T06","01",27-FEB-02,10,20,"",27-FEB-02,14,30,28-FEB-02,22-MAR-02
"T04","02",20-FEB-02,12,25,"",21-FEB-02,10,0,21-FEB-02,
"T04","01",20-FEB-02,11,45,"",21-FEB-02,10,0,21-FEB-02,
"T04","03",20-FEB-02,12,20,"",21-FEB-02,10,0,21-FEB-02,
"T04","05",20-FEB-02,12,50,"",21-FEB-02,10,0,21-FEB-02,
"T04","04",20-FEB-02,11,35,"",21-FEB-02,10,0,21-FEB-02,
"T05","01",20-FEB-02,,,"",21-FEB-02,9,30,21-FEB-02,
"T05","03",20-FEB-02,,,"",21-FEB-02,9,30,21-FEB-02,
"T05","02",20-FEB-02,,,"",21-FEB-02,9,30,21-FEB-02,
"T06","01",20-FEB-02,11,20,"",20-FEB-02,14,30,20-FEB-02,08-MAR-02
"T07","02",20-FEB-02,9,0,"",08-APR-02,15,15,08-APR-02,18-JUL-02
"T07","01",20-FEB-02,9,9,"",08-APR-02,15,13,08-APR-02,18-JUL-02
"T08","01",20-FEB-02,14,0,"",25-FEB-02,14,10,25-FEB-02,15-JUL-02
"T08","02",20-FEB-02,14,20,"",25-FEB-02,14,10,25-FEB-02,15-JUL-02
"T08","03",20-FEB-02,10,50,"",25-FEB-02,14,10,25-FEB-02,15-JUL-02
"T08","04",20-FEB-02,15,0,"",25-FEB-02,14,10,25-FEB-02,15-JUL-02
"T12","01",20-FEB-02,,,"",,,,,
"T11","01",20-FEB-02,10,35,"",21-FEB-02,10,56,21-FEB-02,03-APR-02
"T02","01",19-FEB-02,11,25,"",08-APR-02,12,7,08-APR-02,18-JUL-02
"T08","04",14-FEB-02,11,50,"",15-FEB-02,13,25,15-FEB-02,15-JUL-02
"T02","01",13-FEB-02,11,20,"",25-MAR-02,12,55,25-MAR-02,03-MAY-02
"T06","01",13-FEB-02,11,15,"",13-FEB-02,14,30,14-FEB-02,08-MAR-02
"T12","01",13-FEB-02,13,0,"",,,,,
"T08","03",13-FEB-02,11,30,"",15-FEB-02,13,25,15-FEB-02,15-JUL-02
"T08","02",13-FEB-02,10,50,"",15-FEB-02,13,25,15-FEB-02,15-JUL-02
"T08","01",13-FEB-02,10,35,"",15-FEB-02,13,25,15-FEB-02,15-JUL-02
"T07","01",13-FEB-02,9,29,"",08-APR-02,14,47,08-APR-02,18-JUL-02
"T07","02",13-FEB-02,9,15,"",08-APR-02,14,49,08-APR-02,18-JUL-02
"T11","01",13-FEB-02,10,42,"",14-FEB-02,13,19,14-FEB-02,03-APR-02
"T04","04",13-FEB-02,12,35,"",14-FEB-02,10,0,20-FEB-02,
"T04","05",13-FEB-02,13,15,"",14-FEB-02,10,0,20-FEB-02,
"T04","02",13-FEB-02,13,0,"",14-FEB-02,10,0,20-FEB-02,
"T04","03",13-FEB-02,12,55,"",14-FEB-02,10,0,20-FEB-02,
"T04","01",13-FEB-02,12,30,"",14-FEB-02,10,0,20-FEB-02,
"T08","03",06-FEB-02,12,40,"",06-FEB-02,16,30,08-FEB-02,15-JUL-02
"T05","01",06-FEB-02,,,"",07-FEB-02,9,0,07-FEB-02,
"T11","01",06-FEB-02,10,51,"",07-FEB-02,13,19,07-FEB-02,03-APR-02
"T12","01",06-FEB-02,13,5,"",,,,,
"T06","01",06-FEB-02,12,15,"",06-FEB-02,15,30,07-FEB-02,08-MAR-02
"T05","02",06-FEB-02,,,"",07-FEB-02,9,0,07-FEB-02,
"T05","03",06-FEB-02,,,"",07-FEB-02,9,0,07-FEB-02,
"T04","05",06-FEB-02,12,45,"",07-FEB-02,11,30,07-FEB-02,
"T04","01",06-FEB-02,11,25,"",07-FEB-02,11,30,07-FEB-02,
"T04","02",06-FEB-02,12,20,"",07-FEB-02,11,30,07-FEB-02,
"T04","04",06-FEB-02,11,35,"",07-FEB-02,11,30,07-FEB-02,
"T08","02",06-FEB-02,10,35,"",06-FEB-02,16,30,08-FEB-02,15-JUL-02
"T08","04",06-FEB-02,11,35,"",06-FEB-02,16,30,08-FEB-02,15-JUL-02
"T08","01",06-FEB-02,10,15,"",06-FEB-02,16,30,08-FEB-02,15-JUL-02
"T04","03",06-FEB-02,12,15,"",07-FEB-02,11,30,07-FEB-02,
"T07","01",05-FEB-02,16,30,"",25-MAR-02,15,42,25-MAR-02,03-MAY-02
"T07","02",05-FEB-02,17,30,"",25-MAR-02,15,44,25-MAR-02,03-MAY-02
"T08","03",30-JAN-02,13,45,"",01-FEB-02,14,0,01-FEB-02,27-MAY-02
"T08","02",30-JAN-02,10,15,"",01-FEB-02,14,0,01-FEB-02,27-MAY-02
"T08","04",30-JAN-02,11,10,"",01-FEB-02,14,0,01-FEB-02,27-MAY-02
"T12","01",30-JAN-02,13,5,"",31-JAN-02,,,31-JAN-02,31-JAN-02
"T11","01",30-JAN-02,11,30,"",31-JAN-02,9,43,31-JAN-02,06-FEB-02
"T02","01",30-JAN-02,10,40,"",25-MAR-02,12,51,25-MAR-02,03-MAY-02
"T04","02",30-JAN-02,12,10,"",31-JAN-02,9,0,31-JAN-02,
"T04","01",30-JAN-02,11,20,"",31-JAN-02,9,0,31-JAN-02,
"T04","03",30-JAN-02,11,55,"",31-JAN-02,9,0,31-JAN-02,
"T04","04",30-JAN-02,11,25,"",31-JAN-02,9,0,31-JAN-02,
"T04","05",30-JAN-02,12,40,"",31-JAN-02,9,0,31-JAN-02,
"T06","01",30-JAN-02,10,40,"",30-JAN-02,14,55,30-JAN-02,08-MAR-02
"T07","02",30-JAN-02,9,0,"",25-MAR-02,15,18,25-MAR-02,03-MAY-02
"T07","01",30-JAN-02,9,12,"",25-MAR-02,15,16,25-MAR-02,03-MAY-02
"T08","01",30-JAN-02,10,5,"",01-FEB-02,14,0,01-FEB-02,27-MAY-02
"T02","01",24-JAN-02,11,50,"",25-MAR-02,12,13,25-MAR-02,03-MAY-02
"T11","01",23-JAN-02,11,19,"",24-JAN-02,11,40,24-JAN-02,06-FEB-02
"T08","04",23-JAN-02,11,40,"",24-JAN-02,13,45,24-JAN-02,27-MAY-02
"T12","01",23-JAN-02,13,5,"",24-JAN-02,,,24-JAN-02,24-JAN-02
"T04","02",23-JAN-02,12,50,"",24-JAN-02,10,0,24-JAN-02,
"T04","01",23-JAN-02,12,0,"",24-JAN-02,10,0,24-JAN-02,
"T04","03",23-JAN-02,12,25,"",24-JAN-02,10,0,24-JAN-02,
"T04","04",23-JAN-02,11,55,"",24-JAN-02,10,0,24-JAN-02,
"T05","01",23-JAN-02,,,"",24-JAN-02,9,0,24-JAN-02,
"T04","05",23-JAN-02,13,0,"",24-JAN-02,10,0,24-JAN-02,
"T05","03",23-JAN-02,,,"",24-JAN-02,9,0,24-JAN-02,
"T05","02",23-JAN-02,,,"",24-JAN-02,9,0,24-JAN-02,
"T07","01",23-JAN-02,9,31,"",25-MAR-02,15,10,25-MAR-02,03-MAY-02
"T06","01",23-JAN-02,11,0,"",23-JAN-02,14,0,23-JAN-02,04-FEB-02
"T07","02",23-JAN-02,9,21,"",25-MAR-02,15,12,25-MAR-02,03-MAY-02
"T08","01",23-JAN-02,10,10,"",24-JAN-02,13,45,24-JAN-02,27-MAY-02
"T08","02",23-JAN-02,10,20,"",24-JAN-02,13,45,24-JAN-02,27-MAY-02
"T08","03",23-JAN-02,10,40,"",24-JAN-02,13,45,24-JAN-02,27-MAY-02
"T12","01",18-JAN-02,16,0,"",19-JAN-02,,,19-JAN-02,19-JAN-02
"T04","05",16-JAN-02,12,30,"",17-JAN-02,9,15,17-JAN-02,
"T08","04",16-JAN-02,12,40,"",17-JAN-02,13,30,17-JAN-02,09-APR-02
"T04","04",16-JAN-02,11,15,"",17-JAN-02,9,15,17-JAN-02,
"T08","02",16-JAN-02,11,50,"",17-JAN-02,13,30,17-JAN-02,09-APR-02
"T04","02",16-JAN-02,12,5,"",17-JAN-02,9,15,17-JAN-02,
"T04","03",16-JAN-02,12,45,"",17-JAN-02,9,15,17-JAN-02,
"T08","01",16-JAN-02,11,35,"",17-JAN-02,13,30,17-JAN-02,09-APR-02
"T11","01",16-JAN-02,11,0,"",17-JAN-02,11,43,17-JAN-02,06-FEB-02
"T08","03",16-JAN-02,9,45,"",17-JAN-02,13,30,17-JAN-02,09-APR-02
"T06","01",16-JAN-02,10,30,"",16-JAN-02,12,25,16-JAN-02,04-FEB-02
"T04","01",16-JAN-02,11,20,"",17-JAN-02,9,15,17-JAN-02,
"T07","02",15-JAN-02,13,53,"",25-MAR-02,14,44,25-MAR-02,03-MAY-02
"T02","01",15-JAN-02,10,30,"",25-MAR-02,12,7,25-MAR-02,03-MAY-02
"T07","01",15-JAN-02,14,30,"",25-MAR-02,14,42,25-MAR-02,03-MAY-02
"T07","01",10-JAN-02,10,15,"",23-JAN-02,15,43,23-JAN-02,20-MAR-02
"T07","02",10-JAN-02,11,10,"",23-JAN-02,15,45,23-JAN-02,20-MAR-02
"T04","05",09-JAN-02,13,0,"",10-JAN-02,10,0,10-JAN-02,
"T05","01",09-JAN-02,,,"",11-JAN-02,9,0,11-JAN-02,
"T04","04",09-JAN-02,11,35,"",10-JAN-02,10,0,10-JAN-02,
"T04","03",09-JAN-02,12,15,"",10-JAN-02,10,0,10-JAN-02,
"T04","01",09-JAN-02,11,25,"",10-JAN-02,10,0,10-JAN-02,
"T04","02",09-JAN-02,12,20,"",10-JAN-02,10,0,10-JAN-02,
"T08","04",09-JAN-02,12,10,"",10-JAN-02,14,30,10-JAN-02,09-APR-02
"T11","01",09-JAN-02,10,49,"",10-JAN-02,11,44,10-JAN-02,06-FEB-02
"T08","03",09-JAN-02,14,15,"",10-JAN-02,14,30,10-JAN-02,09-APR-02
"T08","01",09-JAN-02,10,45,"",10-JAN-02,14,30,10-JAN-02,09-APR-02
"T08","02",09-JAN-02,11,0,"",10-JAN-02,14,30,10-JAN-02,09-APR-02
"T06","01",09-JAN-02,10,40,"",10-JAN-02,12,5,10-JAN-02,04-FEB-02
"T05","02",09-JAN-02,,,"",11-JAN-02,9,0,11-JAN-02,
"T05","03",09-JAN-02,,,"",11-JAN-02,9,0,11-JAN-02,
"T02","01",08-JAN-02,14,47,"",18-JAN-02,13,54,18-JAN-02,20-MAR-02
"T04","01",02-JAN-02,12,30,"",04-JAN-02,9,30,07-JAN-02,
"T07","02",02-JAN-02,9,0,"",23-JAN-02,15,39,23-JAN-02,20-MAR-02
"T04","02",02-JAN-02,14,15,"",04-JAN-02,9,30,07-JAN-02,
"T08","02",02-JAN-02,10,40,"",03-JAN-02,11,10,03-JAN-02,01-MAY-02
"T04","05",02-JAN-02,14,45,"",04-JAN-02,9,30,07-JAN-02,
"T06","01",02-JAN-02,10,45,"L-AFRCR",04-JAN-02,15,20,04-JAN-02,04-FEB-02
"T04","03",02-JAN-02,14,5,"",04-JAN-02,9,30,07-JAN-02,
"T04","04",02-JAN-02,12,35,"",04-JAN-02,9,30,07-JAN-02,
"T07","01",02-JAN-02,9,15,"",23-JAN-02,15,37,23-JAN-02,20-MAR-02
"T08","03",02-JAN-02,13,45,"",03-JAN-02,11,10,03-JAN-02,01-MAY-02
"T08","01",02-JAN-02,10,20,"",03-JAN-02,11,10,03-JAN-02,01-MAY-02
"T08","04",02-JAN-02,12,0,"",03-JAN-02,11,10,03-JAN-02,01-MAY-02
"T11","01",02-JAN-02,12,15,"",03-JAN-02,10,44,03-JAN-02,06-FEB-02
"T08","01",27-DEC-01,13,10,"",03-JAN-02,11,10,03-JAN-02,01-MAY-02
"T08","02",27-DEC-01,13,20,"",03-JAN-02,11,10,03-JAN-02,01-MAY-02
"T08","03",27-DEC-01,15,30,"",03-JAN-02,11,10,03-JAN-02,01-MAY-02
"T08","04",27-DEC-01,14,30,"",03-JAN-02,11,10,03-JAN-02,01-MAY-02
"T04","04",26-DEC-01,13,0,"",03-JAN-02,15,30,07-JAN-02,
"T04","02",26-DEC-01,14,25,"",03-JAN-02,15,30,07-JAN-02,
"T07","02",26-DEC-01,9,1,"",23-JAN-02,15,13,23-JAN-02,20-MAR-02
"T04","03",26-DEC-01,14,20,"",03-JAN-02,15,30,07-JAN-02,
"T06","01",26-DEC-01,,,"L-AFRCR",,,,,
"T07","01",26-DEC-01,9,23,"",23-JAN-02,15,11,23-JAN-02,20-MAR-02
"T05","03",26-DEC-01,,,"",07-JAN-02,9,0,07-JAN-02,
"T05","02",26-DEC-01,,,"",07-JAN-02,9,0,07-JAN-02,
"T05","01",26-DEC-01,,,"",07-JAN-02,9,0,07-JAN-02,
"T02","01",26-DEC-01,,,"",,,,,
"T04","01",26-DEC-01,12,55,"",03-JAN-02,15,30,07-JAN-02,
"T04","05",26-DEC-01,14,50,"",03-JAN-02,15,30,07-JAN-02,
"T11","01",26-DEC-01,12,40,"",,,,,
"T08","04",19-DEC-01,11,25,"",19-DEC-01,16,0,19-DEC-01,01-MAY-02
"T11","01",19-DEC-01,11,0,"",20-DEC-01,15,30,20-DEC-01,06-FEB-02
"T08","03",19-DEC-01,14,15,"",19-DEC-01,16,0,19-DEC-01,01-MAY-02
"T08","01",19-DEC-01,10,20,"",19-DEC-01,16,0,19-DEC-01,01-MAY-02
"T08","02",19-DEC-01,10,40,"",19-DEC-01,16,0,19-DEC-01,01-MAY-02
"T07","02",19-DEC-01,9,16,"",23-JAN-02,15,7,23-JAN-02,20-MAR-02
"T06","01",19-DEC-01,11,10,"L-AFRCR",19-DEC-01,13,20,19-DEC-01,04-FEB-02
"T07","01",19-DEC-01,9,27,"",23-JAN-02,15,5,23-JAN-02,20-MAR-02
"T04","05",19-DEC-01,11,40,"",20-DEC-01,11,30,20-DEC-01,
"T04","04",19-DEC-01,12,25,"",20-DEC-01,11,30,20-DEC-01,
"T04","03",19-DEC-01,12,0,"",20-DEC-01,11,30,20-DEC-01,
"T04","01",19-DEC-01,12,15,"",20-DEC-01,11,30,20-DEC-01,
"T04","02",19-DEC-01,11,55,"",20-DEC-01,11,30,20-DEC-01,
"T12","01",19-DEC-01,14,0,"",20-DEC-01,,,20-DEC-01,20-DEC-01
"T02","01",19-DEC-01,10,55,"",16-JAN-02,12,48,16-JAN-02,20-MAR-02
"T02","01",12-DEC-01,10,50,"",16-JAN-02,16,8,16-JAN-02,20-MAR-02
"T04","02",12-DEC-01,12,25,"",13-DEC-01,10,0,13-DEC-01,
"T04","01",12-DEC-01,11,35,"",13-DEC-01,10,0,13-DEC-01,
"T04","03",12-DEC-01,12,15,"",13-DEC-01,10,0,13-DEC-01,
"T04","04",12-DEC-01,11,45,"",13-DEC-01,10,0,13-DEC-01,
"T05","01",12-DEC-01,,,"",12-DEC-01,13,0,12-DEC-01,
"T04","05",12-DEC-01,12,35,"",13-DEC-01,10,0,13-DEC-01,
"T05","03",12-DEC-01,,,"",12-DEC-01,13,0,12-DEC-01,
"T05","02",12-DEC-01,,,"",12-DEC-01,13,0,12-DEC-01,
"T07","01",12-DEC-01,9,7,"",23-JAN-02,14,37,23-JAN-02,20-MAR-02
"T06","01",12-DEC-01,10,55,"L-AFRCR",12-DEC-01,15,50,12-DEC-01,19-DEC-01
"T07","02",12-DEC-01,8,54,"",23-JAN-02,14,39,23-JAN-02,20-MAR-02
"T08","02",12-DEC-01,10,25,"",13-DEC-01,13,30,13-DEC-01,01-MAY-02
"T08","01",12-DEC-01,10,10,"",13-DEC-01,13,30,13-DEC-01,01-MAY-02
"T08","03",12-DEC-01,13,50,"",13-DEC-01,13,30,13-DEC-01,01-MAY-02
"T11","01",12-DEC-01,10,12,"",13-DEC-01,10,4,13-DEC-01,06-FEB-02
"T08","04",12-DEC-01,11,30,"",13-DEC-01,13,30,13-DEC-01,01-MAY-02
"T12","01",12-DEC-01,14,0,"",13-DEC-01,,,13-DEC-01,13-DEC-01
"T04","02",05-DEC-01,12,35,"",06-DEC-01,11,30,06-DEC-01,
"T12","01",05-DEC-01,13,30,"",06-DEC-01,,,06-DEC-01,06-DEC-01
"T04","01",05-DEC-01,11,30,"",06-DEC-01,11,30,06-DEC-01,
"T04","03",05-DEC-01,12,30,"",06-DEC-01,11,30,06-DEC-01,
"T04","04",05-DEC-01,11,35,"",06-DEC-01,11,30,06-DEC-01,
"T04","05",05-DEC-01,12,50,"",06-DEC-01,11,30,06-DEC-01,
"T07","01",05-DEC-01,9,45,"",23-JAN-02,11,32,23-JAN-02,20-MAR-02
"T06","01",05-DEC-01,10,45,"L-AFRCR",05-DEC-01,13,45,05-DEC-01,19-DEC-01
"T07","02",05-DEC-01,10,55,"",23-JAN-02,11,34,23-JAN-02,20-MAR-02
"T08","02",05-DEC-01,10,50,"",06-DEC-01,14,0,06-DEC-01,01-MAY-02
"T08","01",05-DEC-01,10,35,"",06-DEC-01,14,0,06-DEC-01,01-MAY-02
"T08","03",05-DEC-01,14,5,"",06-DEC-01,14,0,06-DEC-01,01-MAY-02
"T11","01",05-DEC-01,10,7,"",06-DEC-01,14,55,06-DEC-01,07-DEC-01
"T08","04",05-DEC-01,11,30,"",06-DEC-01,14,0,06-DEC-01,01-MAY-02
"T02","01",04-DEC-01,14,30,"",15-JAN-02,14,2,15-JAN-02,20-MAR-02
"T02","01",28-NOV-01,10,58,"",15-JAN-02,13,22,15-JAN-02,20-MAR-02
"T08","04",28-NOV-01,12,20,"",29-NOV-01,13,50,29-NOV-01,01-MAY-02
"T04","02",28-NOV-01,13,5,"",29-NOV-01,9,30,29-NOV-01,
"T04","01",28-NOV-01,11,45,"",29-NOV-01,9,30,29-NOV-01,
"T04","03",28-NOV-01,13,0,"",29-NOV-01,9,30,29-NOV-01,
"T04","04",28-NOV-01,11,40,"",29-NOV-01,9,30,29-NOV-01,
"T05","01",28-NOV-01,,,"",28-NOV-01,15,30,28-NOV-01,
"T04","05",28-NOV-01,13,15,"",29-NOV-01,9,30,29-NOV-01,
"T05","03",28-NOV-01,,,"",28-NOV-01,15,30,28-NOV-01,
"T05","02",28-NOV-01,,,"",28-NOV-01,15,30,28-NOV-01,
"T07","01",28-NOV-01,10,37,"",23-JAN-02,11,6,23-JAN-02,20-MAR-02
"T06","01",28-NOV-01,11,40,"L-AFRCR",28-NOV-01,14,0,28-NOV-01,19-DEC-01
"T07","02",28-NOV-01,10,23,"",23-JAN-02,11,8,23-JAN-02,20-MAR-02
"T08","02",28-NOV-01,10,55,"",29-NOV-01,13,50,29-NOV-01,01-MAY-02
"T08","01",28-NOV-01,10,10,"",29-NOV-01,13,50,29-NOV-01,01-MAY-02
"T08","03",28-NOV-01,14,40,"",29-NOV-01,13,50,29-NOV-01,01-MAY-02
"T11","01",28-NOV-01,10,35,"",29-NOV-01,10,45,29-NOV-01,07-DEC-01
"T02","01",23-NOV-01,11,25,"",14-JAN-02,15,2,14-JAN-02,19-MAR-02
"T12","01",21-NOV-01,13,30,"",22-NOV-01,,,22-NOV-01,22-NOV-01
"T04","02",21-NOV-01,12,10,"",22-NOV-01,9,30,22-NOV-01,
"T04","01",21-NOV-01,12,45,"",22-NOV-01,9,30,22-NOV-01,
"T04","03",21-NOV-01,12,5,"",22-NOV-01,9,30,22-NOV-01,
"T04","04",21-NOV-01,12,50,"",22-NOV-01,9,30,22-NOV-01,
"T04","05",21-NOV-01,12,30,"",22-NOV-01,9,30,22-NOV-01,
"T07","01",21-NOV-01,9,25,"",23-JAN-02,11,0,23-JAN-02,20-MAR-02
"T06","01",21-NOV-01,10,30,"L-AFRCR",21-NOV-01,14,0,21-NOV-01,03-DEC-01
"T07","02",21-NOV-01,9,15,"",23-JAN-02,11,2,23-JAN-02,20-MAR-02
"T08","02",21-NOV-01,10,50,"",26-NOV-01,13,30,26-NOV-01,26-MAR-02
"T08","01",21-NOV-01,10,30,"",26-NOV-01,13,30,26-NOV-01,26-MAR-02
"T08","03",21-NOV-01,12,20,"",26-NOV-01,13,30,26-NOV-01,26-MAR-02
"T11","01",21-NOV-01,10,22,"",22-NOV-01,12,18,22-NOV-01,07-DEC-01
