"SITECODE","LCODE","SDATE","SHOUR","SMINS","LAB_NID","PHDATE","PHHOUR","PHMINS","FILTDATE","COMPDATE"
"T02","01",21-JUN-11,12,30,"",30-JUN-11,10,4,30-JUN-11,26-JUL-11
"T11","01",15-JUN-11,10,24,"",16-JUN-11,10,20,16-JUN-11,24-JUN-11
"T12","01",15-JUN-11,15,40,"",,,,,
"T08","04",15-JUN-11,11,55,"",15-JUN-11,19,0,15-JUN-11,18-OCT-11
"T08","03",15-JUN-11,13,27,"",,,,,
"T08","02",15-JUN-11,9,10,"",15-JUN-11,19,0,15-JUN-11,18-OCT-11
"T07","02",15-JUN-11,10,15,"",23-JUN-11,12,45,23-JUN-11,12-JUL-11
"T08","01",15-JUN-11,12,5,"",15-JUN-11,19,0,15-JUN-11,18-OCT-11
"T07","01",15-JUN-11,10,45,"",23-JUN-11,12,40,23-JUN-11,12-JUL-11
"T06","01",15-JUN-11,9,22,"",,,,,
"T05","01",15-JUN-11,8,46,"",,,,,
"T05","02",15-JUN-11,8,40,"",,,,,
"T05","03",15-JUN-11,8,41,"",,,,,
"T04","03",15-JUN-11,13,5,"",16-JUN-11,11,15,16-JUN-11,
"T04","01",15-JUN-11,9,45,"",16-JUN-11,11,15,16-JUN-11,
"T04","02",15-JUN-11,12,51,"",16-JUN-11,11,15,16-JUN-11,
"T02","01",15-JUN-11,10,20,"",16-JUN-11,11,15,16-JUN-11,12-JUL-11
"T02","01",09-JUN-11,10,55,"",16-JUN-11,11,1,16-JUN-11,12-JUL-11
"T08","01",08-JUN-11,11,56,"",08-JUN-11,16,30,08-JUN-11,21-DEC-11
"T04","01",08-JUN-11,10,45,"",09-JUN-11,14,30,09-JUN-11,
"T12","01",08-JUN-11,16,55,"",,,,,
"T04","03",08-JUN-11,14,15,"",09-JUN-11,14,30,09-JUN-11,
"T07","01",08-JUN-11,9,35,"",23-JUN-11,12,22,23-JUN-11,12-JUL-11
"T08","04",08-JUN-11,9,55,"",08-JUN-11,16,30,08-JUN-11,21-DEC-11
"T08","02",08-JUN-11,9,32,"",08-JUN-11,16,30,08-JUN-11,21-DEC-11
"T11","01",08-JUN-11,10,20,"",09-JUN-11,9,50,09-JUN-11,20-JUN-11
"T06","01",08-JUN-11,8,21,"",,,,,
"T08","03",08-JUN-11,11,30,"",08-JUN-11,16,30,08-JUN-11,21-DEC-11
"T04","02",08-JUN-11,13,7,"",09-JUN-11,14,30,09-JUN-11,
"T07","02",08-JUN-11,9,15,"",23-JUN-11,12,28,23-JUN-11,12-JUL-11
"T04","02",01-JUN-11,12,20,"",02-JUN-11,11,30,02-JUN-11,
"T02","01",01-JUN-11,12,5,"",02-JUN-11,10,3,02-JUN-11,05-JUL-11
"T04","01",01-JUN-11,9,45,"",02-JUN-11,11,30,02-JUN-11,
"T04","03",01-JUN-11,13,15,"",02-JUN-11,11,30,02-JUN-11,
"T05","03",01-JUN-11,8,51,"",,,,,
"T05","02",01-JUN-11,8,50,"",,,,,
"T05","01",01-JUN-11,9,0,"",,,,,
"T06","01",01-JUN-11,9,44,"",,,,,
"T08","01",01-JUN-11,7,52,"",02-JUN-11,12,30,02-JUN-11,21-DEC-11
"T07","02",01-JUN-11,10,15,"",23-JUN-11,11,48,23-JUN-11,12-JUL-11
"T08","02",01-JUN-11,8,7,"",02-JUN-11,12,30,02-JUN-11,21-DEC-11
"T08","03",01-JUN-11,13,32,"",,,,,
"T08","04",01-JUN-11,8,42,"",02-JUN-11,12,30,02-JUN-11,21-DEC-11
"T12","01",01-JUN-11,14,30,"",,,,,
"T11","01",01-JUN-11,10,30,"",02-JUN-11,10,30,02-JUN-11,20-JUN-11
"T07","01",01-JUN-11,10,40,"",23-JUN-11,11,43,23-JUN-11,12-JUL-11
"T08","02",25-MAY-11,9,19,"",26-MAY-11,14,30,26-MAY-11,21-DEC-11
"T08","03",25-MAY-11,13,5,"",26-MAY-11,14,30,26-MAY-11,21-DEC-11
"T04","01",25-MAY-11,10,45,"",26-MAY-11,12,30,26-MAY-11,
"T07","02",25-MAY-11,10,45,"",26-MAY-11,12,4,26-MAY-11,29-JUN-11
"T11","01",25-MAY-11,10,27,"",26-MAY-11,9,30,26-MAY-11,31-MAY-11
"T12","01",25-MAY-11,,,"",,,,,
"T08","01",25-MAY-11,9,3,"",26-MAY-11,14,30,26-MAY-11,21-DEC-11
"T06","01",25-MAY-11,8,34,"",,,,,
"T04","02",25-MAY-11,12,20,"",26-MAY-11,12,30,26-MAY-11,
"T08","04",25-MAY-11,9,44,"",26-MAY-11,14,30,26-MAY-11,21-DEC-11
"T07","01",25-MAY-11,11,20,"",26-MAY-11,11,58,26-MAY-11,29-JUN-11
"T02","01",25-MAY-11,8,20,"",02-JUN-11,9,46,28-MAY-11,07-JUL-11
"T04","03",25-MAY-11,13,30,"",26-MAY-11,12,30,26-MAY-11,
"T08","03",18-MAY-11,12,1,"",19-MAY-11,14,30,19-MAY-11,21-DEC-11
"T08","04",18-MAY-11,10,27,"",19-MAY-11,14,30,19-MAY-11,21-DEC-11
"T12","01",18-MAY-11,14,45,"",,,,,
"T11","01",18-MAY-11,10,37,"",19-MAY-11,11,45,19-MAY-11,31-MAY-11
"T07","01",18-MAY-11,10,42,"",26-MAY-11,11,16,26-MAY-11,29-JUN-11
"T02","01",18-MAY-11,8,30,"",26-MAY-11,14,59,26-MAY-11,05-JUL-11
"T04","02",18-MAY-11,11,30,"",19-MAY-11,11,0,19-MAY-11,
"T04","01",18-MAY-11,10,5,"",19-MAY-11,11,0,19-MAY-11,
"T04","03",18-MAY-11,9,40,"",19-MAY-11,11,0,19-MAY-11,
"T05","03",18-MAY-11,8,55,"",,,,,
"T05","02",18-MAY-11,8,54,"",,,,,
"T05","01",18-MAY-11,9,0,"",,,,,
"T06","01",18-MAY-11,9,19,"",,,,,
"T08","01",18-MAY-11,7,58,"",19-MAY-11,14,30,19-MAY-11,21-DEC-11
"T07","02",18-MAY-11,10,25,"",26-MAY-11,11,22,26-MAY-11,29-JUN-11
"T08","02",18-MAY-11,8,7,"",19-MAY-11,14,30,19-MAY-11,21-DEC-11
"T04","03",11-MAY-11,12,40,"",12-MAY-11,11,30,12-MAY-11,
"T08","04",11-MAY-11,8,35,"",12-MAY-11,13,30,12-MAY-11,26-SEP-11
"T04","01",11-MAY-11,10,15,"",12-MAY-11,11,30,12-MAY-11,
"T08","03",11-MAY-11,9,47,"",12-MAY-11,13,30,12-MAY-11,26-SEP-11
"T12","01",11-MAY-11,16,49,"",,,,,
"T08","01",11-MAY-11,7,52,"",12-MAY-11,13,30,12-MAY-11,26-SEP-11
"T07","02",11-MAY-11,9,30,"",26-MAY-11,11,7,26-MAY-11,29-JUN-11
"T06","01",11-MAY-11,9,51,"",,,,,
"T04","02",11-MAY-11,11,20,"",12-MAY-11,11,30,12-MAY-11,
"T07","01",11-MAY-11,9,50,"",26-MAY-11,11,1,26-MAY-11,29-JUN-11
"T11","01",11-MAY-11,10,41,"",12-MAY-11,11,30,12-MAY-11,13-MAY-11
"T08","02",11-MAY-11,8,11,"",12-MAY-11,13,30,12-MAY-11,26-SEP-11
"T02","01",11-MAY-11,8,5,"",26-MAY-11,14,41,26-MAY-11,05-JUL-11
"T08","02",04-MAY-11,8,56,"",05-MAY-11,15,0,05-MAY-11,26-SEP-11
"T04","01",04-MAY-11,10,35,"",05-MAY-11,11,30,05-MAY-11,
"T08","01",04-MAY-11,11,44,"",05-MAY-11,15,0,05-MAY-11,26-SEP-11
"T02","01",04-MAY-11,10,25,"",20-MAY-11,18,5,20-MAY-11,29-JUN-11
"T08","03",04-MAY-11,14,50,"",05-MAY-11,15,0,05-MAY-11,26-SEP-11
"T07","01",04-MAY-11,10,45,"",26-MAY-11,10,27,26-MAY-11,29-JUN-11
"T08","04",04-MAY-11,9,12,"",05-MAY-11,15,0,05-MAY-11,26-SEP-11
"T12","01",04-MAY-11,14,25,"",,,,,
"T04","03",04-MAY-11,14,35,"",05-MAY-11,11,30,05-MAY-11,
"T05","01",04-MAY-11,8,50,"",,,,,
"T05","03",04-MAY-11,8,44,"",,,,,
"T05","02",04-MAY-11,8,43,"",,,,,
"T04","02",04-MAY-11,,,"",05-MAY-11,11,30,05-MAY-11,
"T06","01",04-MAY-11,9,36,"",04-MAY-11,14,47,04-MAY-11,03-JUN-11
"T11","01",04-MAY-11,10,24,"",05-MAY-11,11,30,05-MAY-11,13-MAY-11
"T07","02",04-MAY-11,10,30,"",26-MAY-11,10,31,26-MAY-11,29-JUN-11
"T06","01",27-APR-11,9,44,"",27-APR-11,14,20,27-APR-11,03-JUN-11
"T07","01",27-APR-11,9,45,"",20-MAY-11,17,34,20-MAY-11,29-JUN-11
"T08","01",27-APR-11,9,40,"",27-APR-11,19,0,27-APR-11,20-SEP-11
"T04","02",27-APR-11,13,30,"",28-APR-11,12,0,28-APR-11,
"T04","03",27-APR-11,11,10,"",28-APR-11,12,0,28-APR-11,
"T08","02",27-APR-11,10,10,"",27-APR-11,19,0,27-APR-11,20-SEP-11
"T12","01",27-APR-11,17,15,"",,,,,
"T08","03",27-APR-11,12,3,"",27-APR-11,19,0,27-APR-11,20-SEP-11
"T04","01",27-APR-11,9,25,"",28-APR-11,12,0,28-APR-11,
"T11","01",27-APR-11,10,4,"",28-APR-11,10,15,28-APR-11,05-MAY-11
"T02","01",27-APR-11,11,0,"",26-MAY-11,14,24,26-MAY-11,05-JUL-11
"T07","02",27-APR-11,9,10,"",20-MAY-11,17,40,20-MAY-11,29-JUN-11
"T08","04",27-APR-11,11,23,"",27-APR-11,19,0,27-APR-11,20-SEP-11
"T12","01",20-APR-11,17,24,"",,,,,
"T05","02",20-APR-11,9,42,"",,,,,
"T02","01",20-APR-11,8,45,"",20-MAY-11,14,32,20-MAY-11,29-JUN-11
"T04","03",20-APR-11,10,50,"",21-APR-11,10,0,21-APR-11,
"T07","01",20-APR-11,10,55,"",20-MAY-11,16,36,20-MAY-11,29-JUN-11
"T11","01",20-APR-11,10,30,"",21-APR-11,9,23,21-APR-11,05-MAY-11
"T08","02",20-APR-11,10,40,"",20-APR-11,14,9,20-APR-11,20-SEP-11
"T04","02",20-APR-11,10,39,"",21-APR-11,10,0,21-APR-11,
"T08","04",20-APR-11,8,5,"",20-APR-11,14,9,20-APR-11,20-SEP-11
"T07","02",20-APR-11,10,35,"",20-MAY-11,16,42,20-MAY-11,29-JUN-11
"T08","01",20-APR-11,10,59,"",20-APR-11,14,9,20-APR-11,20-SEP-11
"T05","03",20-APR-11,9,41,"",,,,,
"T04","01",20-APR-11,11,23,"",21-APR-11,10,0,21-APR-11,
"T06","01",20-APR-11,9,22,"",20-APR-11,13,30,20-APR-11,10-MAY-11
"T05","01",20-APR-11,9,50,"",,,,,
"T08","03",20-APR-11,9,0,"",20-APR-11,14,9,20-APR-11,20-SEP-11
"T06","01",13-APR-11,9,34,"",13-APR-11,14,23,13-APR-11,10-MAY-11
"T07","02",13-APR-11,10,0,"",20-MAY-11,16,30,20-MAY-11,29-JUN-11
"T07","01",13-APR-11,10,20,"",20-MAY-11,16,25,20-MAY-11,29-JUN-11
"T08","01",13-APR-11,10,5,"",13-APR-11,12,50,13-APR-11,20-OCT-11
"T08","02",13-APR-11,10,0,"",13-APR-11,12,50,13-APR-11,20-OCT-11
"T08","03",13-APR-11,9,20,"",13-APR-11,12,50,13-APR-11,20-OCT-11
"T11","01",13-APR-11,10,52,"",14-APR-11,12,15,14-APR-11,27-APR-11
"T08","04",13-APR-11,8,25,"",13-APR-11,12,50,13-APR-11,20-OCT-11
"T12","01",13-APR-11,13,30,"",,,,,
"T02","01",13-APR-11,8,40,"",20-MAY-11,14,18,20-MAY-11,29-JUN-11
"T04","02",13-APR-11,11,30,"",14-APR-11,16,0,16-APR-11,
"T04","01",13-APR-11,9,40,"",14-APR-11,15,0,15-APR-11,
"T04","03",13-APR-11,11,0,"",14-APR-11,17,0,17-APR-11,
"T04","03",06-APR-11,11,45,"",07-APR-11,14,0,07-APR-11,
"T05","02",06-APR-11,9,32,"",,,,,
"T07","01",06-APR-11,12,45,"",20-MAY-11,13,0,20-MAY-11,26-JUN-11
"T08","01",06-APR-11,7,41,"",07-APR-11,11,27,07-APR-11,20-OCT-11
"T04","01",06-APR-11,11,10,"",07-APR-11,14,0,07-APR-11,
"T08","04",06-APR-11,8,30,"",07-APR-11,11,27,07-APR-11,20-OCT-11
"T08","02",06-APR-11,7,55,"",07-APR-11,11,27,07-APR-11,20-OCT-11
"T08","03",06-APR-11,12,35,"",07-APR-11,11,27,07-APR-11,20-OCT-11
"T04","02",06-APR-11,,,"",07-APR-11,14,0,07-APR-11,
"T12","01",06-APR-11,15,0,"",,,,,
"T11","01",06-APR-11,10,54,"",07-APR-11,12,15,07-APR-11,27-APR-11
"T07","02",06-APR-11,13,30,"",20-MAY-11,13,6,20-MAY-11,26-JUN-11
"T05","01",06-APR-11,9,42,"",,,,,
"T06","01",06-APR-11,10,24,"",07-APR-11,13,30,07-APR-11,10-MAY-11
"T05","03",06-APR-11,9,33,"",,,,,
"T02","01",05-APR-11,10,5,"",19-MAY-11,13,1,19-MAY-11,28-JUN-11
"T07","01",30-MAR-11,8,42,"",20-MAY-11,12,43,20-MAY-11,26-JUN-11
"T08","04",30-MAR-11,10,0,"",31-MAR-11,14,15,31-MAR-11,26-JUN-11
"T04","01",30-MAR-11,10,0,"",31-MAR-11,8,30,31-MAR-11,
"T08","01",30-MAR-11,12,30,"",31-MAR-11,14,15,31-MAR-11,26-JUN-11
"T12","01",30-MAR-11,15,35,"",,,,,
"T04","07",30-MAR-11,10,56,"",31-MAR-11,8,30,31-MAR-11,
"T08","02",30-MAR-11,9,15,"",31-MAR-11,14,15,31-MAR-11,26-JUN-11
"T04","03",30-MAR-11,10,43,"",31-MAR-11,8,30,31-MAR-11,
"T04","02",30-MAR-11,10,56,"",31-MAR-11,8,30,31-MAR-11,
"T08","03",30-MAR-11,11,20,"",31-MAR-11,14,15,31-MAR-11,26-JUN-11
"T07","02",30-MAR-11,8,28,"",20-MAY-11,12,48,20-MAY-11,26-JUN-11
"T02","01",30-MAR-11,8,5,"",19-MAY-11,12,44,19-MAY-11,28-JUN-11
"T11","01",30-MAR-11,12,55,"",31-MAR-11,11,15,31-MAR-11,12-APR-11
"T04","06",30-MAR-11,11,0,"",31-MAR-11,8,30,31-MAR-11,
"T06","01",30-MAR-11,9,38,"",30-MAR-11,15,10,30-MAR-11,10-MAY-11
"T04","05",30-MAR-11,,,"",31-MAR-11,8,30,31-MAR-11,
"T02","01",23-MAR-11,11,30,"",19-MAY-11,10,31,19-MAY-11,24-JUN-11
"T07","01",23-MAR-11,10,36,"",20-MAY-11,11,6,20-MAY-11,26-JUN-11
"T08","01",23-MAR-11,8,40,"",24-MAR-11,14,30,24-MAR-11,26-JUN-11
"T08","02",23-MAR-11,8,51,"",24-MAR-11,14,30,24-MAR-11,26-JUN-11
"T08","03",23-MAR-11,14,20,"",24-MAR-11,14,30,24-MAR-11,26-JUN-11
"T04","02",23-MAR-11,12,0,"",24-MAR-11,11,10,24-MAR-11,
"T11","01",23-MAR-11,11,33,"",24-MAR-11,11,55,24-MAR-11,12-APR-11
"T05","01",23-MAR-11,9,20,"",,,,,
"T08","04",23-MAR-11,9,25,"",24-MAR-11,14,30,24-MAR-11,26-JUN-11
"T07","02",23-MAR-11,10,22,"",20-MAY-11,11,11,20-MAY-11,26-JUN-11
"T04","03",23-MAR-11,10,25,"",24-MAR-11,11,10,24-MAR-11,
"T06","01",23-MAR-11,10,33,"",23-MAR-11,15,3,23-MAR-11,10-MAY-11
"T05","02",23-MAR-11,9,24,"",,,,,
"T05","03",23-MAR-11,9,25,"",,,,,
"T04","01",23-MAR-11,10,50,"",24-MAR-11,11,10,24-MAR-11,
"T04","05",23-MAR-11,,,"",24-MAR-11,11,10,24-MAR-11,
"T04","06",23-MAR-11,12,15,"",24-MAR-11,11,10,24-MAR-11,
"T04","07",23-MAR-11,12,0,"",24-MAR-11,11,10,24-MAR-11,
"T12","01",23-MAR-11,13,20,"",,,,,
"T04","07",16-MAR-11,12,20,"",17-MAR-11,10,45,17-MAR-11,
"T04","06",16-MAR-11,14,0,"",17-MAR-11,10,45,17-MAR-11,
"T04","05",16-MAR-11,13,15,"",17-MAR-11,10,45,17-MAR-11,
"T06","01",16-MAR-11,10,10,"",16-MAR-11,15,28,16-MAR-11,10-MAY-11
"T07","02",16-MAR-11,9,36,"",20-MAY-11,11,0,20-MAY-11,26-JUN-11
"T07","01",16-MAR-11,9,41,"",20-MAY-11,10,54,20-MAY-11,26-JUN-11
"T08","01",16-MAR-11,11,8,"",17-MAR-11,13,45,17-MAR-11,20-SEP-11
"T08","02",16-MAR-11,9,5,"",17-MAR-11,13,45,17-MAR-11,20-SEP-11
"T08","03",16-MAR-11,10,52,"",17-MAR-11,13,45,17-MAR-11,20-SEP-11
"T11","01",16-MAR-11,11,17,"",17-MAR-11,10,42,17-MAR-11,28-MAR-11
"T08","04",16-MAR-11,9,23,"",17-MAR-11,13,45,17-MAR-11,20-SEP-11
"T12","01",16-MAR-11,14,0,"",,,,,
"T04","01",16-MAR-11,11,0,"",17-MAR-11,10,45,17-MAR-11,
"T02","01",16-MAR-11,8,50,"",19-MAY-11,10,17,19-MAY-11,24-JUN-11
"T04","02",16-MAR-11,12,20,"",17-MAR-11,10,45,17-MAR-11,
"T04","03",16-MAR-11,12,5,"",17-MAR-11,10,45,17-MAR-11,
"T05","01",09-MAR-11,9,50,"",,,,,
"T04","03",09-MAR-11,12,0,"",10-MAR-11,11,0,10-MAR-11,
"T04","02",09-MAR-11,12,20,"",10-MAR-11,11,0,10-MAR-11,
"T02","01",09-MAR-11,12,10,"",19-MAY-11,8,14,19-MAY-11,14-JUN-11
"T04","01",09-MAR-11,11,25,"",10-MAR-11,11,0,10-MAR-11,
"T12","01",09-MAR-11,15,15,"",,,,,
"T08","04",09-MAR-11,9,21,"",10-MAR-11,14,15,10-MAR-11,20-SEP-11
"T11","01",09-MAR-11,12,12,"",10-MAR-11,11,50,10-MAR-11,28-MAR-11
"T08","03",09-MAR-11,10,37,"",10-MAR-11,14,15,10-MAR-11,20-SEP-11
"T08","02",09-MAR-11,8,59,"",10-MAR-11,14,15,10-MAR-11,20-SEP-11
"T08","01",09-MAR-11,8,46,"",10-MAR-11,14,15,10-MAR-11,20-SEP-11
"T07","01",09-MAR-11,10,11,"",19-MAY-11,14,42,19-MAY-11,26-JUN-11
"T07","02",09-MAR-11,8,55,"",19-MAY-11,14,48,19-MAY-11,26-JUN-11
"T06","01",09-MAR-11,10,33,"",10-MAR-11,14,40,10-MAR-11,16-MAR-11
"T05","02",09-MAR-11,9,15,"",,,,,
"T05","03",09-MAR-11,9,16,"",,,,,
"T04","05",09-MAR-11,13,15,"",10-MAR-11,11,0,10-MAR-11,
"T04","06",09-MAR-11,13,15,"",10-MAR-11,11,0,10-MAR-11,
"T04","07",09-MAR-11,12,20,"",10-MAR-11,11,0,10-MAR-11,
"T04","03",02-MAR-11,12,29,"",03-MAR-11,13,30,03-MAR-11,
"T04","07",02-MAR-11,12,47,"",03-MAR-11,13,30,03-MAR-11,
"T02","01",02-MAR-11,10,20,"",19-MAY-11,8,2,19-MAY-11,14-JUN-11
"T04","01",02-MAR-11,10,45,"",03-MAR-11,13,30,03-MAR-11,
"T12","01",02-MAR-11,15,45,"",,,,,
"T08","04",02-MAR-11,9,32,"",03-MAR-11,12,0,03-MAR-11,26-JUN-11
"T11","01",02-MAR-11,12,35,"",03-MAR-11,11,15,03-MAR-11,15-MAR-11
"T08","03",02-MAR-11,10,57,"",03-MAR-11,12,0,03-MAR-11,26-JUN-11
"T08","02",02-MAR-11,9,9,"",03-MAR-11,12,0,03-MAR-11,26-JUN-11
"T08","01",02-MAR-11,10,38,"",03-MAR-11,12,0,03-MAR-11,26-JUN-11
"T07","01",02-MAR-11,10,15,"",18-MAY-11,10,49,18-MAY-11,14-JUN-11
"T07","02",02-MAR-11,9,50,"",18-MAY-11,10,55,18-MAY-11,14-JUN-11
"T06","01",02-MAR-11,10,12,"",02-MAR-11,14,43,02-MAR-11,16-MAR-11
"T04","05",02-MAR-11,13,20,"",03-MAR-11,13,30,03-MAR-11,
"T04","06",02-MAR-11,13,0,"",03-MAR-11,13,30,03-MAR-11,
"T04","02",02-MAR-11,12,47,"",03-MAR-11,13,30,03-MAR-11,
"T08","04",23-FEB-11,9,50,"",24-FEB-11,12,15,24-FEB-11,26-JUN-11
"T07","02",23-FEB-11,8,40,"",18-MAY-11,9,41,18-MAY-11,14-JUN-11
"T08","02",23-FEB-11,9,11,"",24-FEB-11,12,15,24-FEB-11,26-JUN-11
"T05","01",23-FEB-11,9,50,"",,,,,
"T04","07",23-FEB-11,12,30,"",24-FEB-11,12,0,24-FEB-11,
"T04","01",23-FEB-11,13,0,"",24-FEB-11,12,0,24-FEB-11,
"T04","06",23-FEB-11,14,55,"",24-FEB-11,12,0,24-FEB-11,
"T08","03",23-FEB-11,10,57,"",24-FEB-11,12,15,24-FEB-11,26-JUN-11
"T04","05",23-FEB-11,13,0,"",24-FEB-11,12,0,24-FEB-11,
"T12","01",23-FEB-11,15,30,"",,,,,
"T05","03",23-FEB-11,9,11,"",,,,,
"T05","02",23-FEB-11,9,10,"",,,,,
"T11","01",23-FEB-11,11,54,"",24-FEB-11,11,15,24-FEB-11,15-MAR-11
"T06","01",23-FEB-11,10,39,"",23-FEB-11,14,53,23-FEB-11,16-MAR-11
"T02","01",23-FEB-11,11,40,"",18-MAY-11,12,1,18-MAY-11,09-JUN-11
"T08","01",23-FEB-11,8,56,"",24-FEB-11,12,15,24-FEB-11,26-JUN-11
"T07","01",23-FEB-11,10,4,"",18-MAY-11,9,35,18-MAY-11,14-JUN-11
"T04","02",23-FEB-11,12,30,"",24-FEB-11,12,0,24-FEB-11,
"T04","03",23-FEB-11,12,12,"",24-FEB-11,12,0,24-FEB-11,
"T04","02",16-FEB-11,13,25,"",17-FEB-11,14,0,17-FEB-11,
"T04","03",16-FEB-11,13,45,"",17-FEB-11,14,0,17-FEB-11,
"T04","07",16-FEB-11,13,25,"",17-FEB-11,14,0,17-FEB-11,
"T04","06",16-FEB-11,12,35,"",17-FEB-11,14,0,17-FEB-11,
"T04","05",16-FEB-11,12,30,"",17-FEB-11,14,0,17-FEB-11,
"T07","01",16-FEB-11,9,50,"",18-MAY-11,9,17,18-MAY-11,14-JUN-11
"T06","01",16-FEB-11,10,6,"",16-FEB-11,14,34,16-FEB-11,16-MAR-11
"T08","01",16-FEB-11,8,47,"",17-FEB-11,9,15,17-FEB-11,18-MAY-11
"T08","02",16-FEB-11,9,0,"",17-FEB-11,9,15,17-FEB-11,18-MAY-11
"T08","03",16-FEB-11,10,37,"",17-FEB-11,9,15,17-FEB-11,18-MAY-11
"T11","01",16-FEB-11,11,45,"",17-FEB-11,11,0,17-FEB-11,03-MAR-11
"T08","04",16-FEB-11,9,23,"",17-FEB-11,9,15,17-FEB-11,18-MAY-11
"T12","01",16-FEB-11,15,20,"",,,,,
"T04","01",16-FEB-11,11,55,"",17-FEB-11,14,0,17-FEB-11,
"T02","01",16-FEB-11,8,30,"",18-MAY-11,11,47,18-MAY-11,09-JUN-11
"T07","02",16-FEB-11,8,36,"",18-MAY-11,9,23,18-MAY-11,14-JUN-11
"T04","01",09-FEB-11,10,45,"",10-FEB-11,10,15,10-FEB-11,
"T12","01",09-FEB-11,15,15,"",,,,,
"T11","01",09-FEB-11,11,42,"",10-FEB-11,12,14,10-FEB-11,03-MAR-11
"T08","03",09-FEB-11,10,49,"",10-FEB-11,14,20,10-FEB-11,18-MAY-11
"T08","04",09-FEB-11,9,26,"",10-FEB-11,14,20,10-FEB-11,18-MAY-11
"T08","02",09-FEB-11,9,0,"",10-FEB-11,14,20,10-FEB-11,18-MAY-11
"T08","01",09-FEB-11,8,47,"",10-FEB-11,14,20,10-FEB-11,18-MAY-11
"T07","02",09-FEB-11,8,37,"",18-MAY-11,8,8,18-MAY-11,14-JUN-11
"T06","01",09-FEB-11,10,55,"",10-FEB-11,14,26,10-FEB-11,16-FEB-11
"T07","01",09-FEB-11,10,4,"",18-MAY-11,8,2,18-MAY-11,14-JUN-11
"T05","02",09-FEB-11,10,8,"",,,,,
"T05","03",09-FEB-11,10,10,"",,,,,
"T04","05",09-FEB-11,11,40,"",10-FEB-11,10,15,10-FEB-11,
"T04","06",09-FEB-11,11,30,"",10-FEB-11,10,15,10-FEB-11,
"T04","07",09-FEB-11,11,0,"",10-FEB-11,10,15,10-FEB-11,
"T05","01",09-FEB-11,10,20,"",,,,,
"T04","03",09-FEB-11,12,0,"",10-FEB-11,10,15,10-FEB-11,
"T04","02",09-FEB-11,11,0,"",10-FEB-11,10,15,10-FEB-11,
"T02","01",09-FEB-11,12,5,"",10-FEB-11,8,37,10-FEB-11,09-JUN-11
"T04","01",02-FEB-11,10,45,"",03-FEB-11,12,0,03-FEB-11,
"T02","01",02-FEB-11,8,40,"",10-FEB-11,8,24,10-FEB-11,09-JUN-11
"T11","01",02-FEB-11,11,45,"",03-FEB-11,10,25,03-FEB-11,04-FEB-11
"T08","03",02-FEB-11,11,30,"",03-FEB-11,12,15,03-FEB-11,17-MAY-11
"T08","04",02-FEB-11,9,55,"",03-FEB-11,12,15,03-FEB-11,17-MAY-11
"T08","02",02-FEB-11,8,54,"",03-FEB-11,12,15,03-FEB-11,17-MAY-11
"T08","01",02-FEB-11,8,41,"",03-FEB-11,12,15,03-FEB-11,17-MAY-11
"T07","02",02-FEB-11,12,55,"",03-FEB-11,13,47,03-FEB-11,10-JUN-11
"T06","01",02-FEB-11,10,49,"",02-FEB-11,15,40,02-FEB-11,16-FEB-11
"T07","01",02-FEB-11,13,25,"",03-FEB-11,13,42,03-FEB-11,10-JUN-11
"T04","05",02-FEB-11,12,0,"",03-FEB-11,12,0,03-FEB-11,
"T04","06",02-FEB-11,12,0,"",03-FEB-11,12,0,03-FEB-11,
"T04","07",02-FEB-11,11,45,"",03-FEB-11,12,0,03-FEB-11,
"T04","03",02-FEB-11,12,30,"",03-FEB-11,12,0,03-FEB-11,
"T04","02",02-FEB-11,11,45,"",03-FEB-11,12,0,03-FEB-11,
"T12","01",02-FEB-11,16,15,"",,,,,
"T12","01",26-JAN-11,14,40,"",,,,,
"T07","02",26-JAN-11,8,41,"",03-FEB-11,12,44,03-FEB-11,10-JUN-11
"T04","07",26-JAN-11,11,26,"",27-JAN-11,11,30,27-JAN-11,
"T08","04",26-JAN-11,9,28,"",27-JAN-11,12,15,27-JAN-11,17-MAY-11
"T04","06",26-JAN-11,11,50,"",27-JAN-11,11,30,27-JAN-11,
"T02","01",26-JAN-11,10,15,"",27-JAN-11,10,31,27-JAN-11,03-JUN-11
"T04","05",26-JAN-11,12,0,"",27-JAN-11,11,30,27-JAN-11,
"T08","03",26-JAN-11,10,40,"",27-JAN-11,12,15,27-JAN-11,17-MAY-11
"T05","03",26-JAN-11,9,13,"",,,,,
"T05","02",26-JAN-11,9,12,"",,,,,
"T07","01",26-JAN-11,10,4,"",03-FEB-11,12,39,03-FEB-11,10-JUN-11
"T04","03",26-JAN-11,12,35,"",27-JAN-11,11,30,27-JAN-11,
"T06","01",26-JAN-11,10,37,"",27-JAN-11,14,15,27-JAN-11,16-FEB-11
"T11","01",26-JAN-11,11,13,"",27-JAN-11,11,30,27-JAN-11,04-FEB-11
"T08","02",26-JAN-11,9,1,"",27-JAN-11,12,15,27-JAN-11,17-MAY-11
"T04","01",26-JAN-11,10,40,"",27-JAN-11,11,30,27-JAN-11,
"T08","01",26-JAN-11,8,46,"",27-JAN-11,12,15,27-JAN-11,17-MAY-11
"T04","02",26-JAN-11,11,26,"",27-JAN-11,11,30,27-JAN-11,
